#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1               217.74               217.74                    0
           2              227.501               222.62              3.45106
           3               221.66                222.3               2.3155
           4              219.014              221.479               1.8767
           5              225.685               222.32              1.67936
           6              227.124              223.121              1.57885
           7              226.684               223.63              1.43302
           8              224.031               223.68              1.25477
           9              225.968              223.934              1.14081
          10              222.287               223.77              1.03855
          11              221.803              223.591              0.95941
          12              221.795              223.441              0.89105
          13              225.764               223.62             0.840236
          14              227.739              223.914             0.830139
          15              222.895              223.846             0.777569
          16               221.61              223.706             0.741421
          17              221.782              223.593             0.706395
          18               225.73              223.712             0.677057
          19              226.413              223.854             0.656176
          20              224.047              223.864             0.623438
          21              225.506              223.942             0.598636
          22              222.092              223.858             0.577303
          23              221.301              223.747             0.562801
          24              221.777              223.665             0.545299
          25              231.558               223.98             0.608056
          26               228.05              224.137             0.604481
          27              223.556              224.115             0.582476
          28              230.007              224.326              0.59847
          29              223.621              224.301             0.578325
          30              227.425              224.406              0.56834
