#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1               4.7107               4.7107                    0
           2              4.29016              4.50043             0.148683
           3              4.30294               4.4346             0.112758
           4              4.48268              4.44662            0.0852065
           5              4.24338              4.40597            0.0772548
           6              4.60984              4.43995            0.0714614
           7              4.70692              4.47809            0.0707011
           8              4.40874              4.46942            0.0623926
           9                4.084               4.4266            0.0686002
          10              3.98156              4.38209            0.0747955
          11              4.31332              4.37584            0.0682567
          12              4.44388              4.38151            0.0628037
          13              4.34474              4.37868            0.0580363
          14              4.72226              4.40322            0.0588513
          15              3.90638               4.3701            0.0635693
          16              4.26284               4.3634            0.0599486
          17              4.84282               4.3916            0.0627057
          18              4.38576              4.39127            0.0592229
          19              4.61378              4.40298            0.0572521
          20              4.34976              4.40032            0.0544513
          21              4.35254              4.39805            0.0519059
          22              4.51082              4.40317             0.049799
          23               4.7419               4.4179            0.0497639
          24              4.77978              4.43298            0.0499225
          25              4.79512              4.44746             0.049983
          26              4.64222              4.45496            0.0486186
          27              3.85408               4.4327            0.0516609
          28              5.02334               4.4538            0.0539508
          29              4.06226              4.44029            0.0537533
          30               3.9693              4.42459            0.0542058
