#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1              112.577              112.577                    0
           2              111.827              112.202             0.265216
           3              111.435              111.947              0.27362
           4              111.962               111.95             0.205242
           5              110.515              111.663             0.304863
           6              111.896              111.702             0.256514
           7               113.02               111.89             0.280588
           8              112.235              111.933             0.248791
           9              112.853              112.036             0.241228
          10              110.855              111.918             0.244293
          11              111.265              111.858             0.229182
          12               114.12              112.047             0.276922
          13              111.515              112.006              0.25862
          14               112.68              112.054             0.244596
          15              113.497               112.15             0.246495
          16              112.146               112.15             0.231089
          17              112.723              112.184             0.219941
          18              114.768              112.327             0.250249
          19              112.646              112.344             0.237639
          20              112.261               112.34             0.225793
          21              112.702              112.357               0.2157
          22              114.462              112.453             0.226126
          23               112.43              112.452             0.216297
          24              112.543              112.456             0.207318
          25               110.62              112.382             0.211633
          26              113.368               112.42             0.206859
          27              112.642              112.428             0.199361
          28              113.534              112.468             0.196112
          29              112.412              112.466             0.189359
          30              112.192              112.457             0.183268
