#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1              2.20814              2.20814                    0
           2              2.19884              2.20349           0.00328805
           3              2.21152              2.20617           0.00309538
           4               2.2637              2.22055            0.0126708
           5               2.3655              2.24954            0.0278404
           6              2.42586              2.27893            0.0354669
           7              2.14538              2.25985            0.0351589
           8              2.17726              2.24953            0.0322441
           9              2.41016              2.26737            0.0332362
          10              2.40648              2.28128            0.0326943
          11              2.29884              2.28288             0.029761
          12               2.3131               2.2854            0.0273873
          13              2.35774              2.29096            0.0258397
          14              2.23394              2.28689            0.0243129
          15              2.37562              2.29281            0.0234006
          16               2.0998              2.28074            0.0248535
          17              2.24978              2.27892            0.0234582
          18              2.23922              2.27672            0.0222584
          19              2.37516               2.2819            0.0216816
          20              2.30028              2.28282            0.0206169
          21              2.19028              2.27841            0.0201006
          22              2.33996              2.28121            0.0193806
          23               2.1203              2.27421            0.0197604
          24              2.13256              2.26831            0.0197989
          25              2.45612              2.27582            0.0203824
          26              2.17216              2.27183            0.0199846
          27              2.35186               2.2748             0.019463
          28              2.24232              2.27364            0.0188024
          29              2.22664              2.27202            0.0182238
          30               2.1379              2.26755            0.0181564
