#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1            -0.477708            -0.477708                    0
           2            -0.477728            -0.477718          7.07107e-06
           3            -0.477983            -0.477806          7.23321e-05
           4            -0.477188            -0.477652           0.00014446
           5            -0.477899            -0.477701          0.000123752
           6            -0.477861            -0.477728          0.000105944
           7             -0.47745            -0.477688           9.7984e-05
           8             -0.47755            -0.477671          8.72524e-05
           9            -0.477842             -0.47769          7.95948e-05
          10            -0.477243            -0.477645          8.32256e-05
          11            -0.478725            -0.477743          0.000120343
          12            -0.478114            -0.477774           0.00011422
          13            -0.476868            -0.477704          0.000124906
          14            -0.478011            -0.477726           0.00011789
          15            -0.478051            -0.477748          0.000112002
          16            -0.477681            -0.477744           0.00010508
          17            -0.477622            -0.477737           9.9145e-05
          18            -0.479212            -0.477819          0.000122934
          19            -0.478255            -0.477842          0.000118591
          20            -0.477516            -0.477825          0.000113774
          21            -0.477165            -0.477794           0.00011262
          22            -0.478217            -0.477813          0.000109129
          23            -0.477687            -0.477808          0.000104522
          24            -0.477102            -0.477778          0.000104215
          25            -0.478936            -0.477825          0.000109855
          26            -0.477758            -0.477822           0.00010566
          27            -0.477625            -0.477815          0.000101999
          28            -0.478442            -0.477837           0.00010079
          29            -0.478091            -0.477846          9.76945e-05
          30            -0.476981            -0.477817          9.86016e-05
