#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1              10.3957              10.3957                    0
           2              10.4596              10.4277            0.0225989
           3              10.4202              10.4252            0.0152018
           4              10.3725               10.412            0.0161345
           5              10.3317               10.396            0.0193086
           6              10.3606              10.3901            0.0169653
           7              10.4651              10.4008            0.0176013
           8                10.41              10.4019            0.0154389
           9              10.4842              10.4111            0.0162054
          10              10.3508              10.4051            0.0156664
          11              10.4122              10.4057            0.0142556
          12              10.4221              10.4071            0.0131326
          13              10.4344              10.4092            0.0122901
          14               10.345              10.4046            0.0122384
          15              10.3245              10.3992            0.0125341
          16              10.3933              10.3989            0.0117562
          17              10.4917              10.4043            0.0122668
          18               10.443              10.4065            0.0117718
          19              10.3992              10.4061            0.0111585
          20              10.2927              10.4004            0.0119535
          21               10.391                 10.4            0.0113927
          22              10.3389              10.3972            0.0112081
          23              10.4592              10.3999            0.0110399
          24              10.4563              10.4023            0.0108275
          25              10.4587              10.4045            0.0106269
          26              10.4378              10.4058            0.0102948
          27              10.4444              10.4072            0.0100126
          28              10.4397              10.4084           0.00972194
          29              10.5166              10.4121            0.0100772
          30              10.4104              10.4121           0.00974144
