#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1              1.43666              1.43666                    0
           2               1.5424              1.48953            0.0373847
           3              1.35414               1.4444            0.0444857
           4              1.39108              1.43107             0.035305
           5              1.33134              1.41112            0.0334065
           6              1.48368              1.42322            0.0299476
           7               1.5573              1.44237            0.0311995
           8              1.56822               1.4581            0.0310129
           9              1.30256              1.44082            0.0320224
          10               1.4222              1.43896            0.0288743
          11              1.42036              1.43727            0.0262988
          12              1.26448              1.42287            0.0277707
          13               1.4451              1.42458            0.0256871
          14              1.56014              1.43426            0.0256124
          15              1.21882               1.4199            0.0276402
          16              1.44822              1.42167            0.0259693
          17              1.57316              1.43058            0.0259256
          18              1.37802              1.42766            0.0246492
          19              1.49954              1.43144            0.0236404
          20              1.46776              1.43326             0.022528
          21              1.48886              1.43591            0.0216102
          22              1.47076              1.43749            0.0206859
          23              1.44868              1.43798            0.0197923
          24              1.48694              1.44002            0.0190725
          25               1.5523              1.44451             0.018831
          26              1.51552              1.44724            0.0183037
          27              1.42484              1.44641            0.0176446
          28              1.58356              1.45131            0.0176812
          29              1.38052              1.44887            0.0172392
          30              1.44382               1.4487            0.0166654
