#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1              12.5474              12.5474                    0
           2              12.5364              12.5419           0.00388707
           3               12.605               12.563            0.0173642
           4              12.5664              12.5638            0.0130439
           5              12.5153              12.5541            0.0135689
           6              12.5015              12.5453            0.0138552
           7              12.5957              12.5525            0.0136194
           8              12.5327              12.5501            0.0121403
           9              12.5901              12.5545            0.0115777
          10              12.4714              12.5462            0.0130697
          11               12.478                12.54            0.0132725
          12              12.5228              12.5386            0.0122431
          13              12.5852              12.5422            0.0118152
          14              12.4254              12.5338            0.0135984
          15              12.4493              12.5282            0.0138098
          16              12.4847              12.5255            0.0132115
          17               12.559              12.5274             0.012581
          18              12.5956              12.5312            0.0124395
          19              12.5921              12.5344            0.0121898
          20              12.4275              12.5291            0.0126991
          21              12.4989              12.5276            0.0121754
          22              12.4134              12.5224            0.0126806
          23               12.573              12.5246            0.0123179
          24              12.6328              12.5291            0.0126014
          25              12.4574              12.5263            0.0124196
          26              12.5249              12.5262             0.011942
          27              12.5004              12.5253             0.011538
          28              12.4695              12.5233            0.0112968
          29              12.6454              12.5275            0.0116658
          30              12.5225              12.5273            0.0112781
