#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1            -0.530124            -0.530124                    0
           2            -0.530286            -0.530205          5.74171e-05
           3            -0.531276            -0.530562          0.000293938
           4            -0.530448            -0.530534          0.000221834
           5            -0.530198            -0.530467          0.000187324
           6             -0.53073             -0.53051          0.000161151
           7            -0.530134            -0.530457          0.000146845
           8            -0.530759            -0.530494          0.000133273
           9            -0.530666            -0.530514          0.000119827
          10            -0.530354            -0.530498          0.000108896
          11            -0.531502            -0.530589          0.000131809
          12            -0.531204             -0.53064          0.000130412
          13            -0.528732            -0.530493          0.000185414
          14            -0.531042            -0.530533          0.000176269
          15            -0.531128            -0.530572          0.000168928
          16            -0.530812            -0.530587          0.000159033
          17            -0.530793            -0.530599          0.000150137
          18            -0.531978            -0.530676          0.000160136
          19            -0.530411            -0.530662          0.000152312
          20            -0.530349            -0.530646          0.000145499
          21            -0.530431            -0.530636          0.000138931
          22             -0.53105            -0.530655          0.000133886
          23            -0.530022            -0.530627          0.000130859
          24            -0.529544            -0.530582          0.000132965
          25             -0.53195            -0.530637          0.000138451
          26             -0.53034            -0.530626          0.000133596
          27            -0.531049            -0.530641          0.000129565
          28            -0.531752            -0.530681           0.00013087
          29            -0.530618            -0.530679          0.000126375
          30            -0.530338            -0.530667           0.00012267
