#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1              1.96128              1.96128                    0
           2              2.01124              1.98626            0.0176635
           3              1.78892              1.92048            0.0549849
           4              1.72538               1.8717            0.0590329
           5              1.74894              1.84715            0.0520826
           6              1.97492              1.86845            0.0475567
           7              2.01424              1.88927            0.0450936
           8              2.08676              1.91396            0.0457171
           9              1.76712              1.89764            0.0434514
          10              1.86936              1.89482            0.0391982
          11              1.88826              1.89422            0.0356393
          12              1.62432              1.87173             0.039128
          13              1.91488              1.87505            0.0362587
          14              2.09382              1.89067            0.0368827
          15               1.5984              1.87119            0.0392346
          16               1.7769               1.8653            0.0372224
          17              2.15644              1.88242            0.0387731
          18              1.88732              1.88269              0.03662
          19              1.99414              1.88856            0.0351592
          20              1.85968              1.88712            0.0334309
          21              1.96936              1.89103            0.0320675
          22              1.95752              1.89405             0.030752
          23              1.84762              1.89204            0.0294811
          24               1.9063              1.89263            0.0282588
          25              2.01326              1.89746            0.0275373
          26              2.03362              1.90269            0.0269716
          27               1.7191              1.89589             0.026816
          28              2.07994              1.90247            0.0266518
          29              1.89154              1.90209            0.0257354
          30              1.81516              1.89919            0.0250401
