#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1              94.1789              94.1789                    0
           2              94.7818              94.4804             0.213155
           3              96.6344              95.1984              0.60322
           4              96.4422              95.5094             0.526498
           5              95.6946              95.5464               0.4225
           6              97.2797              95.8353             0.439891
           7              97.0948              96.0152             0.412207
           8               98.164              96.2838             0.439568
           9              97.0583              96.3699             0.399062
          10              94.8232              96.2152             0.387971
          11              97.3611              96.3194             0.366419
          12              96.2249              96.3115             0.335968
          13              96.0904              96.2945             0.310555
          14               95.668              96.2497             0.291578
          15              97.8771              96.3582             0.291626
          16              94.5129              96.2429             0.295326
          17              94.5908              96.1457             0.293508
          18               96.509              96.1659             0.277895
          19               95.901               96.152             0.263618
          20              95.9261              96.1407             0.250679
          21              96.9446              96.1789             0.241648
          22              96.1268              96.1766             0.230675
          23              96.6588              96.1975             0.221597
          24              94.8951              96.1433             0.218908
          25              96.9941              96.1773             0.212781
          26              97.9062              96.2438             0.214736
          27              96.0684              96.2373             0.206881
          28              97.4687              96.2813             0.204113
          29              97.5616              96.3254             0.201792
          30              97.3135              96.3584             0.197736
