#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1               710.43               710.43                    0
           2              686.776              698.603              8.36309
           3              729.853               709.02              10.1696
           4              676.055              700.779              10.4456
           5              716.673              703.958              8.82698
           6              759.135              713.154              11.1617
           7              673.681              707.515              10.8989
           8              721.232              709.229              9.67051
           9              671.142              704.997              9.47684
          10              643.606              698.858               10.328
          11              708.218              699.709              9.42406
          12              695.917              699.393              8.64402
          13              653.655              695.875              8.66558
          14              635.666              691.574               9.0511
          15                704.4              692.429              8.48798
          16              730.898              694.834              8.29102
          17              864.587              704.819              12.4393
          18               658.05              702.221              12.0165
          19               765.81              705.568               11.841
          20              654.236              703.001              11.5237
          21              684.276              702.109              11.0094
          22              699.775              702.003              10.5095
          23              601.933              697.652              10.9161
          24              670.287              696.512              10.5206
          25              819.303              701.424              11.1877
          26              703.221              701.493              10.7576
          27              674.507              700.493              10.4055
          28              668.761               699.36              10.0954
          29              700.202              699.389              9.74736
          30              665.893              698.273              9.48618
          31              679.802              697.677              9.19887
          32              733.459              698.795              8.97911
          33              682.451                698.3              8.72066
          34              731.622               699.28              8.51907
          35              661.068              698.188              8.34533
          36              634.259              696.412               8.3003
          37              770.332               698.41              8.31293
          38              664.851              697.527              8.14094
          39              703.965              697.692              7.93387
          40              722.364              698.309              7.75947
