#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1              21.6988              21.6988                    0
           2              21.1935              21.4461             0.178637
           3              23.2744              22.0555             0.511641
           4              22.6974               22.216             0.408117
           5              22.0131              22.1754             0.328504
           6               21.927               22.134             0.276351
           7              21.3002              22.0149             0.261285
           8               21.671              21.9719             0.232134
           9              22.2214              21.9996              0.20799
          10              21.3982              21.9395             0.195693
          11              21.8118              21.9279             0.178247
          12              22.2086              21.9513             0.164921
          13              21.1601              21.8904             0.163078
          14              21.9005              21.8911             0.151431
          15              22.4366              21.9275             0.145637
          16                21.83              21.9214             0.136662
          17              22.7814               21.972             0.137667
          18              22.1919              21.9842              0.13056
          19              22.5086              22.0118             0.126572
          20              20.8387              21.9532             0.133143
          21              21.8942              21.9504             0.126833
          22              20.9342              21.9042             0.129204
          23              22.2853              21.9207             0.124645
          24              20.7487              21.8719             0.128662
          25              22.1177              21.8817              0.12389
          26              20.5998              21.8324             0.128562
          27              22.6895              21.8642              0.12766
          28              21.7495              21.8601             0.123166
          29              21.4846              21.8471             0.119598
          30              20.6348              21.8067             0.122248
          31               22.002               21.813             0.118467
          32               22.149              21.8235             0.115229
          33              21.8596              21.8246             0.111742
          34              22.7876              21.8529             0.111988
          35              21.0475              21.8299             0.111128
          36              20.1227              21.7825             0.117725
          37              22.3665              21.7983             0.115597
          38              21.7163              21.7961             0.112575
          39              21.6464              21.7923             0.109754
          40              22.1042              21.8001             0.107287
