#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1              12.3526              12.3526                    0
           2              13.2181              12.7854                0.306
           3              16.4033              13.9913              1.00559
           4              12.5625              13.6341             0.815172
           5              12.9066              13.4886             0.664997
           6              13.4955              13.4898             0.554165
           7              13.0286              13.4239             0.478899
           8              15.0169               13.623              0.45857
           9              15.1752              13.7955             0.438853
          10              12.0999              13.6259             0.426467
          11              10.8471              13.3733             0.456426
          12              12.9952              13.3418             0.419476
          13              14.2789              13.4139             0.393354
          14              11.8463              13.3019              0.38086
          15              13.1588              13.2924             0.355589
          16               13.673              13.3162              0.33416
          17              13.4666               13.325              0.31462
          18              14.3653              13.3828             0.302403
          19              15.3077              13.4841             0.302983
          20               15.178              13.5688             0.299437
          21               13.477              13.5644              0.28521
          22              15.0381              13.6314             0.280002
          23              13.3627              13.6197             0.268071
          24              17.1299               13.766             0.294106
          25              14.2637              13.7859             0.283015
          26              12.9495              13.7537             0.273952
          27              13.9546              13.7612             0.263906
          28                 16.5               13.859             0.272005
          29              11.8051              13.7882              0.27169
          30              12.0978              13.7318             0.268412
          31              13.9428              13.7386              0.25984
          32              12.2038              13.6907             0.256109
          33              14.7171              13.7218             0.250229
          34              13.6014              13.7182             0.242895
          35              17.8753               13.837             0.263399
          36              15.1161              13.8725             0.258467
          37              12.1397              13.8257             0.255689
          38              13.1799              13.8087             0.249525
          39              15.4195                13.85             0.246521
          40              14.5318               13.867             0.240947
