#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1            -0.839948            -0.839948                    0
           2            -0.841728            -0.840838          0.000629325
           3            -0.841168            -0.840948          0.000429056
           4             -0.84206            -0.841226          0.000401887
           5            -0.841056            -0.841192          0.000322944
           6            -0.845576            -0.841923           0.00071925
           7            -0.841332            -0.841838           0.00062143
           8            -0.837728            -0.841325          0.000725703
           9            -0.839152            -0.841083          0.000684038
          10            -0.839424            -0.840917          0.000635436
          11            -0.842328            -0.841045          0.000590471
          12            -0.840536            -0.841003          0.000542789
          13            -0.839804            -0.840911          0.000508812
          14            -0.840616             -0.84089          0.000472903
          15            -0.840836            -0.840886           0.00044139
          16            -0.844188            -0.841093           0.00045952
          17            -0.847988            -0.841498          0.000584718
          18            -0.838908            -0.841354          0.000569664
          19            -0.844244            -0.841506          0.000559617
          20              -0.8372            -0.841291          0.000571559
          21            -0.840668            -0.841261          0.000545112
          22            -0.844932            -0.841428          0.000545271
          23            -0.834572             -0.84113          0.000597516
          24            -0.839352            -0.841056          0.000577194
          25            -0.845728            -0.841243          0.000583576
          26             -0.84152            -0.841254          0.000561228
          27              -0.8411            -0.841248          0.000540471
          28            -0.839488            -0.841185           0.00052481
          29            -0.842132            -0.841218          0.000507728
          30             -0.83984            -0.841172          0.000492876
          31            -0.842448            -0.841213          0.000478693
          32            -0.841648            -0.841227          0.000463927
          33            -0.839764            -0.841182          0.000451981
          34            -0.841288            -0.841185          0.000438698
          35             -0.83842            -0.841106           0.00043322
          36            -0.843052             -0.84116          0.000424544
          37            -0.842624              -0.8412          0.000414909
          38            -0.839632            -0.841159          0.000406037
          39            -0.841208             -0.84116          0.000395627
          40            -0.841096            -0.841158           0.00038574
