#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1              13.3778              13.3778                    0
           2              13.3916              13.3847           0.00488856
           3              13.3428              13.3707             0.011868
           4              13.3627              13.3687           0.00906845
           5              13.3278              13.3605            0.0103115
           6              13.3894              13.3654           0.00965108
           7              13.3644              13.3652           0.00827323
           8              13.4016              13.3698           0.00839504
           9              13.4026              13.3734           0.00821488
          10              13.3261              13.3687           0.00864907
          11              13.5481               13.385            0.0174244
          12              13.3174              13.3794            0.0168595
          13              13.3437              13.3766            0.0157846
          14              13.3128              13.3721            0.0153011
          15              13.2293              13.3625            0.0169836
          16              13.3669              13.3628            0.0159243
          17               13.302              13.3592            0.0153843
          18               13.501              13.3671             0.016423
          19              13.4049              13.3691            0.0156783
          20              13.2958              13.3654            0.0153166
          21               13.442              13.3691            0.0150148
          22              13.3137              13.3666            0.0145419
          23              13.3071               13.364            0.0141379
          24               13.305              13.3615            0.0137607
          25              13.3633              13.3616            0.0132105
          26              13.3953              13.3629             0.012766
          27              13.2787              13.3598            0.0126684
          28              13.3184              13.3583            0.0123019
          29              13.2534              13.3547            0.0123977
          30              13.3877              13.3558            0.0120334
