#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1               2.1068               2.1068                    0
           2               1.9572                2.032            0.0528916
           3              2.33126              2.13175            0.0887534
           4              2.25078              2.16151            0.0713792
           5               1.9658              2.12237            0.0669812
           6              2.39604              2.16798            0.0696371
           7              2.18956              2.17106            0.0597571
           8              2.15552              2.16912             0.052319
           9              2.21842               2.1746            0.0467917
          10               2.5217              2.20931            0.0534583
          11              2.17896              2.20655            0.0486695
          12              1.93188              2.18366            0.0497055
          13               2.2852              2.19147            0.0464917
          14              2.39814              2.20623            0.0454541
          15               2.1579              2.20301            0.0425379
          16              2.11332               2.1974            0.0402469
          17              2.26156              2.20118             0.038056
          18              2.09654              2.19537             0.036383
          19              2.20796              2.19603            0.0344742
          20               2.0941              2.19093             0.033125
          21              2.19322              2.19104            0.0315478
          22               2.1287              2.18821            0.0302408
          23               1.8927              2.17536            0.0315375
          24              2.11532              2.17286            0.0303225
          25              2.46026              2.18435            0.0312128
          26              2.28854              2.18836            0.0302685
          27              2.21434              2.18932            0.0291627
          28              2.16066               2.1883            0.0281391
          29              2.21624              2.18926            0.0271853
          30              1.89964              2.17961            0.0279408
