     MU:      SIGMA:     E_MEASURED:    ERROR:
     -0.9211     0.71638    -0.29908   0.0092516
    -0.81999      1.0149     0.19159    0.027844
    -0.64993      1.0552  -0.0048629    0.017444
    -0.71695     0.85697     -0.2492    0.010218
    -0.49191     0.74275    -0.25464   0.0039655
    -0.36385     0.97237    -0.24814   0.0082051
    -0.25934     0.94607    -0.25045   0.0060812
  -0.0085602      1.0271    -0.26067   0.0070929
  -0.0085602      1.0271    -0.26067   0.0070929
    0.091108     0.81082    -0.12601   0.0056108
    -0.18324      1.0903    -0.20645     0.01276
   -0.097881      1.2766    0.088421    0.026707
    -0.23832      1.1275    -0.17339    0.013406
    -0.18207     0.88824    -0.22147   0.0052398
    -0.39065     0.77452    -0.20154   0.0045479
    -0.39065     0.77452    -0.20154   0.0045479
    -0.33987      1.0149    -0.23075    0.011397
   -0.070345     0.97327    -0.25003   0.0064697
   -0.070345     0.97327    -0.25003   0.0064697
   -0.070345     0.97327    -0.25003   0.0064697
    -0.20241      1.0203    -0.24643   0.0080743
    0.067635      1.0265    -0.24293    0.010313
   -0.032456      1.1414    -0.13356       0.019
     0.17624      1.2557    0.086633     0.02439
     0.17624      1.2557    0.086633     0.02439
     0.17624      1.2557    0.086633     0.02439
     0.17624      1.2557    0.086633     0.02439
     0.44689      1.0712    -0.14981    0.014402
     0.20906      1.2347     0.11561    0.028829
   -0.032755      1.3665     0.41478    0.040812
   -0.026691      1.2962     0.22935    0.034148
     0.22381      1.1375    -0.12428    0.020282
     0.13043      1.0626     -0.2236    0.010261
     0.42198     0.90684     -0.2616    0.005603
     0.66618     0.71691    -0.36345     0.00433
     0.42387     0.99494    -0.21969    0.012438
     0.62715      1.0333   -0.054572    0.020521
     0.53878      1.1451    0.072634    0.024894
     0.64252      1.0541    0.012835    0.027199
     0.64252      1.0541    0.012835    0.027199
     0.64252      1.0541    0.012835    0.027199
     0.64252      1.0541    0.012835    0.027199
     0.50412     0.82313    -0.27567   0.0054125
     0.50412     0.82313    -0.27567   0.0054125
     0.53882     0.60554     -0.2347   0.0038512
     0.53882     0.60554     -0.2347   0.0038512
     0.45655     0.75958    -0.24328   0.0042041
     0.31604     0.85921    -0.22989   0.0049823
     0.39885     0.70659    -0.14693   0.0048934
      0.5637     0.70274    -0.29851   0.0036164
      0.5637     0.70274    -0.29851   0.0036164
      0.5637     0.70274    -0.29851   0.0036164
     0.64504     0.63768    -0.36839   0.0020967
     0.52895     0.92368    -0.25162   0.0092978
     0.53724      0.9824    -0.20816    0.011113
     0.33227     0.75277    -0.13944   0.0059594
     0.33227     0.75277    -0.13944   0.0059594
      0.5823     0.74972    -0.31519   0.0036243
     0.69538     0.52967    -0.34704   0.0044698
     0.55579     0.60634    -0.25839   0.0037597
     0.63393     0.60897    -0.35063   0.0030243
     0.83292      0.7723    -0.28706    0.010566
     0.84999     0.91085    -0.02399    0.020421
      0.8834     0.67198    -0.39211   0.0056717
     0.68179     0.75857     -0.3517   0.0047825
     0.68179     0.75857     -0.3517   0.0047825
     0.52372     0.59276    -0.19944   0.0039657
     0.44877     0.76519    -0.23392   0.0047108
     0.44877     0.76519    -0.23392   0.0047108
     0.47561     0.71261    -0.22503   0.0042816
      0.4109     0.90507    -0.25019   0.0083472
      0.4109     0.90507    -0.25019   0.0083472
     0.58057     0.80848    -0.30829   0.0057955
     0.42407     0.90647    -0.26854   0.0061938
     0.48713     0.88324    -0.27001   0.0062381
     0.66075     0.62891    -0.37939   0.0025173
     0.70863     0.71581    -0.38385   0.0046103
      0.5823     0.50162     -0.2059   0.0058275
      0.5823     0.50162     -0.2059   0.0058275
     0.82722     0.41074     0.20985    0.013731
     0.82722     0.41074     0.20985    0.013731
     0.82722     0.41074     0.20985    0.013731
     0.82722     0.41074     0.20985    0.013731
     0.99971     0.45304    0.026375    0.007606
     0.73837     0.72216    -0.38539   0.0048594
     0.73837     0.72216    -0.38539   0.0048594
     0.57893     0.80806    -0.30283   0.0057891
     0.61371     0.72346    -0.33934   0.0034744
     0.69226     0.46889    -0.18937   0.0082351
     0.65447     0.49014    -0.24186   0.0063404
     0.65447     0.49014    -0.24186   0.0063404
     0.65447     0.49014    -0.24186   0.0063404
     0.65447     0.49014    -0.24186   0.0063404
     0.35788     0.55696     0.12078   0.0071616
     0.35788     0.55696     0.12078   0.0071616
     0.13322     0.73433   -0.006745   0.0075286
     0.17737     0.74863   -0.074159   0.0060598
     0.30805     0.75539    -0.12544   0.0049901
     0.46148     0.93362     -0.2556   0.0086044
     0.59115      0.8605    -0.27397   0.0078888
     0.42769      1.1556    0.030066      0.0273
     0.52983     0.96152    -0.21307     0.01183
     0.63527     0.82514    -0.31422   0.0058659
     0.62695     0.78265    -0.32256   0.0052448
      0.8792      0.9273    0.097311    0.023418
     0.78493     0.87016    -0.19255    0.012922
     0.85131      0.8977   -0.038014    0.022163
     0.72149     0.78119     -0.3326    0.007986
     0.82326     0.57301    -0.42535   0.0029283
     0.82326     0.57301    -0.42535   0.0029283
     0.82326     0.57301    -0.42535   0.0029283
     0.82326     0.57301    -0.42535   0.0029283
     0.83151     0.56819    -0.41854   0.0032381
     0.83151     0.56819    -0.41854   0.0032381
     0.83151     0.56819    -0.41854   0.0032381
     0.77693     0.60046    -0.43969   0.0024139
     0.77693     0.60046    -0.43969   0.0024139
     0.90914     0.64298    -0.38918   0.0050554
     0.90914     0.64298    -0.38918   0.0050554
     0.90914     0.64298    -0.38918   0.0050554
     0.99855     0.83448     0.12373    0.021092
      1.0393     0.72188   -0.038848    0.015187
      1.0393     0.72188   -0.038848    0.015187
      1.0393     0.72188   -0.038848    0.015187
      1.0393     0.72188   -0.038848    0.015187
     0.74835     0.84595    -0.26224   0.0099548
     0.54843     0.71231    -0.28419   0.0036884
     0.37831     0.88099    -0.24904   0.0068061
     0.54989      1.0307    -0.12422    0.020005
      0.2925     0.90889    -0.25299   0.0045637
      0.2925     0.90889    -0.25299   0.0045637
      0.2925     0.90889    -0.25299   0.0045637
      0.2925     0.90889    -0.25299   0.0045637
     0.32541     0.97705    -0.25116   0.0077031
     0.51283      0.7426    -0.27519   0.0037976
     0.71402     0.99191   -0.025373    0.022633
       0.606     0.75626    -0.33137   0.0044039
     0.58636     0.97383     -0.1973    0.013957
     0.52412     0.81772    -0.28179   0.0056604
     0.52412     0.81772    -0.28179   0.0056604
     0.39575     0.58415   0.0046057   0.0061683
     0.22003     0.58917     0.26479   0.0083245
     0.40964     0.69923    -0.14451   0.0055381
     0.53736     0.81943    -0.28997   0.0059799
     0.65312     0.57384    -0.35599   0.0029812
     0.91608     0.58841    -0.38545   0.0032417
     0.91608     0.58841    -0.38545   0.0032417
      1.0199     0.48189   -0.061406   0.0053394
     0.74785     0.44738   -0.077977    0.010397
     0.74785     0.44738   -0.077977    0.010397
     0.93985     0.67261    -0.31411   0.0077137
      1.0909     0.81315      0.4068    0.027382
      1.0909     0.81315      0.4068    0.027382
      1.0909     0.81315      0.4068    0.027382
      1.2419     0.64354     0.54078    0.015133
     0.98059     0.36672     0.62258    0.018526
     0.98059     0.36672     0.62258    0.018526
     0.96837     0.38283     0.45455    0.014036
     0.96837     0.38283     0.45455    0.014036
     0.96837     0.38283     0.45455    0.014036
      0.7155     0.61256     -0.4165   0.0020294
      0.7155     0.61256     -0.4165   0.0020294
      0.5127     0.57608    -0.17676   0.0048232
      0.5127     0.57608    -0.17676   0.0048232
      0.5127     0.57608    -0.17676   0.0048232
     0.74275     0.69564    -0.40522   0.0034196
     0.74275     0.69564    -0.40522   0.0034196
     0.74275     0.69564    -0.40522   0.0034196
     0.59947     0.80896    -0.30829   0.0063026
     0.59947     0.80896    -0.30829   0.0063026
     0.67732     0.70428    -0.37631   0.0029867
     0.91447     0.81017    -0.12563     0.01439
     0.91447     0.81017    -0.12563     0.01439
     0.76624      0.6958    -0.41122   0.0039595
     0.87377     0.85428    -0.10348    0.015779
     0.87377     0.85428    -0.10348    0.015779
     0.87377     0.85428    -0.10348    0.015779
     0.98674     0.83824      0.1447    0.023591
     0.98674     0.83824      0.1447    0.023591
      0.7929      1.0548     0.30942     0.03398
     0.69066      1.0456    0.033775     0.02283
