#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1              12.2157              12.2157                    0
           2              11.9093              12.0625             0.108331
           3               11.823              11.9827            0.0972925
           4              11.6258              11.8935             0.106279
           5              11.5467              11.8241             0.105246
           6              11.9256               11.841            0.0890546
           7              11.8311              11.8396            0.0763439
           8              12.0648              11.8678            0.0718027
           9              11.9762              11.8798            0.0648275
          10              11.8829              11.8801            0.0583455
          11              11.7974              11.8726             0.053524
          12              11.8302              11.8691            0.0491799
          13              11.9968              11.8789            0.0463676
          14              11.5958              11.8587            0.0472592
          15              11.9371              11.8639            0.0443967
          16              11.9823              11.8713            0.0422347
          17              11.8494                11.87            0.0397699
          18              11.9396              11.8739            0.0377477
          19              11.9211              11.8764            0.0358429
          20              11.8332              11.8742            0.0341157
          21              11.9735              11.8789             0.032817
          22              11.8082              11.8757            0.0314823
          23               11.836               11.874            0.0301609
          24              11.8295              11.8721             0.028961
          25              11.7638              11.8678            0.0281249
          26              11.8638              11.8676            0.0270436
          27              11.8464              11.8669            0.0260534
          28              11.9127              11.8685            0.0251743
          29              11.7347              11.8639            0.0247256
          30              11.7825              11.8612            0.0240498
          31              11.8491              11.8608            0.0232772
          32              11.7454              11.8572            0.0228271
          33              11.7561              11.8541            0.0223399
          34              11.8289              11.8534            0.0216952
          35              11.7992              11.8518            0.0211304
          36              11.6757              11.8469            0.0211024
          37              11.6873              11.8426            0.0209682
          38              11.6937              11.8387            0.0207795
          39              11.9663               11.842            0.0205027
          40              11.8492              11.8421             0.019991
