#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1            -0.514292            -0.514292                    0
           2            -0.510628             -0.51246           0.00129542
           3            -0.514488            -0.513136           0.00102493
           4            -0.513348            -0.513189          0.000770065
           5             -0.51444            -0.513439          0.000655439
           6            -0.512408            -0.513267          0.000568286
           7            -0.513712            -0.513331           0.00049064
           8            -0.512904            -0.513278          0.000432201
           9            -0.512148            -0.513152          0.000401987
          10             -0.51176            -0.513013          0.000385136
          11            -0.512192            -0.512938          0.000357279
          12             -0.51432            -0.513053          0.000345565
          13             -0.51438            -0.513155          0.000333712
          14             -0.50924            -0.512876          0.000410672
          15            -0.512964            -0.512882          0.000383336
          16             -0.51438            -0.512975           0.00037064
          17            -0.513544            -0.513009          0.000350345
          18            -0.513476            -0.513035          0.000331841
          19            -0.513788            -0.513074          0.000316736
          20             -0.51134            -0.512988          0.000312544
          21            -0.513772            -0.513025          0.000299885
          22            -0.515056            -0.513117          0.000300128
          23            -0.512152            -0.513075          0.000289998
          24            -0.512088            -0.513034          0.000280818
          25            -0.514516            -0.513093           0.00027577
          26            -0.515092             -0.51317          0.000275668
          27            -0.511004             -0.51309          0.000276888
          28            -0.514504            -0.513141          0.000271565
          29            -0.512556             -0.51312          0.000262948
          30            -0.511932            -0.513081          0.000257149
          31            -0.514704            -0.513133          0.000254129
          32            -0.512596            -0.513116          0.000246742
          33            -0.512184            -0.513088          0.000240877
          34            -0.512624            -0.513074          0.000234179
          35            -0.513492            -0.513086          0.000227791
          36            -0.514192            -0.513117          0.000223525
          37            -0.512732            -0.513107          0.000217726
          38              -0.5127            -0.513096          0.000212259
          39            -0.513524            -0.513107            0.0002071
          40            -0.515612             -0.51317          0.000211179
