#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1              88.2781              88.2781                    0
           2              87.7182              87.9981             0.197956
           3              87.4557              87.8173             0.198019
           4              87.0984              87.6376             0.215139
           5              86.4307              87.3962               0.2761
           6              86.3417              87.2205               0.2805
           7              88.6539              87.4252             0.306184
           8              87.3389              87.4144             0.268101
           9               88.509              87.5361             0.264464
          10              87.0372              87.4862             0.242676
          11              87.0514              87.4467              0.22381
          12              87.4746               87.449             0.205171
          13              85.6954              87.3141             0.229485
          14              85.4072              87.1779             0.250271
          15              86.8848              87.1584             0.234348
          16              87.3493              87.1703             0.220005
          17                86.95              87.1573             0.207444
          18               90.007              87.3156             0.249111
          19              86.7757              87.2872             0.237615
          20              88.4773              87.3467             0.233066
          21              86.1992              87.2921             0.228283
          22              90.3009              87.4288             0.255613
          23              89.5528              87.5212             0.260648
          24              86.0473              87.4598              0.25692
          25               89.065               87.524              0.25454
          26              91.2875              87.6687             0.282929
          27              87.5486              87.6643             0.272485
          28              89.5826              87.7328              0.27123
          29              85.6641              87.6615             0.271095
          30              87.1094              87.6431             0.262682
          31              86.7463              87.6141             0.255797
          32              85.2056              87.5389             0.258639
          33              87.2875              87.5313             0.250914
          34              88.5468              87.5611             0.245305
          35              91.1757              87.6644             0.259126
          36              91.7306              87.7773             0.275447
          37              89.2716              87.8177             0.270947
          38              83.9487              87.7159               0.2823
          39              88.7145              87.7415              0.27622
          40               89.616              87.7884             0.273261
