#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1            -0.502539            -0.502539                    0
           2            -0.502487            -0.502513          1.83848e-05
           3            -0.503198            -0.502741          0.000186673
           4            -0.502508            -0.502683           0.00014884
           5            -0.502839            -0.502714          0.000122307
           6            -0.503118            -0.502781          0.000118972
           7            -0.502441            -0.502733          0.000111486
           8            -0.503022            -0.502769           0.00010323
           9            -0.503129            -0.502809          9.92034e-05
          10            -0.502624             -0.50279          9.09897e-05
          11            -0.503383            -0.502844          9.73779e-05
          12             -0.50335            -0.502886          9.79454e-05
          13            -0.501768              -0.5028            0.0001225
          14            -0.503143            -0.502825          0.000116171
          15            -0.503295            -0.502856          0.000112579
          16            -0.502949            -0.502862          0.000105691
          17            -0.503006             -0.50287          9.98111e-05
          18            -0.503897            -0.502927          0.000109347
          19             -0.50305            -0.502934          0.000103783
          20            -0.502726            -0.502924          9.91151e-05
          21            -0.502323            -0.502895          9.84315e-05
          22            -0.503658             -0.50293          9.98756e-05
          23            -0.502471             -0.50291          9.75015e-05
          24            -0.502148            -0.502878          9.84686e-05
          25            -0.504474            -0.502942          0.000113344
          26            -0.502605            -0.502929          0.000109723
          27            -0.503219             -0.50294          0.000106185
          28            -0.503722            -0.502968          0.000106009
          29             -0.50327            -0.502978          0.000102864
          30            -0.502299            -0.502955          0.000101893
