#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1              82.4282              82.4282                    0
           2              83.2397              82.8339             0.286912
           3              83.6523              83.1067             0.293586
           4              83.9324              83.3131             0.283623
           5              82.7256              83.1956             0.250061
           6              84.4866              83.4108             0.286359
           7              83.9287              83.4848              0.25483
           8              85.2649              83.7073             0.305027
           9               84.243              83.7668             0.276883
          10              82.8012              83.6702             0.265498
          11              85.3431              83.8223              0.28157
          12              83.6218              83.8056             0.258601
          13               83.191              83.7583             0.242992
          14               83.925              83.7702             0.225927
          15              85.2169              83.8667             0.230533
          16              82.1055              83.7566             0.240976
          17              82.6898              83.6939              0.23483
          18              83.7314              83.6959             0.221793
          19              83.4698               83.684             0.210439
          20              83.5623              83.6779             0.200005
          21              83.7794              83.6828             0.190539
          22              82.8857              83.6465             0.185291
          23              83.8822              83.6568             0.177518
          24              82.5619              83.6112             0.175886
          25              84.1051              83.6309             0.169957
          26              83.6661              83.6323             0.163425
          27              83.6356              83.6324             0.157373
          28              83.9987              83.6455             0.152295
          29              84.4585              83.6735             0.149601
          30              84.4968               83.701              0.14711
