#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1              1.65256              1.65256                    0
           2              1.72098              1.68677            0.0241901
           3              1.54278              1.63877            0.0423776
           4               1.5448              1.61528            0.0377376
           5              1.48798              1.58982            0.0378154
           6               1.6711              1.60337            0.0338524
           7              1.72492              1.62073            0.0331724
           8              1.77718              1.64029            0.0343094
           9              1.54914              1.63016             0.031957
          10              1.61638              1.62878             0.028791
          11              1.68224              1.63364            0.0265807
          12              1.44382              1.61782            0.0286889
          13               1.6863              1.62309            0.0269613
          14              1.79094              1.63508            0.0275727
          15              1.43716              1.62189            0.0287186
          16              1.66878              1.62482            0.0270728
          17              1.87794              1.63971              0.02929
          18              1.61018              1.63807            0.0277087
          19               1.6759              1.64006            0.0263218
          20              1.64282              1.64019            0.0250061
          21               1.7605              1.64592            0.0244627
          22              1.67324              1.64717            0.0233823
          23              1.60736              1.64543            0.0224296
          24              1.67612              1.64671            0.0215314
          25               1.8157              1.65347            0.0217053
          26              1.72994              1.65641            0.0210688
          27              1.51772              1.65128            0.0209053
          28              1.85282              1.65847            0.0213619
          29               1.5797              1.65576            0.0207973
          30              1.62956              1.65489            0.0201224
