#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1              11.4342              11.4342                    0
           2              11.4596              11.4469           0.00897729
           3               11.403              11.4323            0.0133777
           4              11.4292              11.4315            0.0100548
           5              11.3769              11.4206            0.0126538
           6              11.3136              11.4028            0.0193886
           7              11.4501              11.4095            0.0177611
           8              11.4365              11.4129            0.0158578
           9              11.5052              11.4232            0.0170923
          10              11.3262              11.4135            0.0179224
          11              11.3907              11.4114            0.0164125
          12              11.4293              11.4129            0.0151123
          13              11.4483              11.4156            0.0141936
          14              11.3653               11.412            0.0136265
          15              11.3148              11.4055            0.0141763
          16               11.337              11.4013            0.0139219
          17              11.4969              11.4069            0.0141945
          18              11.4318              11.4083            0.0134734
          19              11.4625              11.4111            0.0130633
          20              11.2803              11.4046            0.0139522
          21              11.3435              11.4017            0.0135874
          22              11.3005              11.3971            0.0137261
          23              11.4605              11.3998            0.0134031
          24              11.4687              11.4027            0.0131479
          25              11.3958              11.4024            0.0126249
          26              11.4034              11.4025            0.0121393
          27               11.445               11.404            0.0117915
          28              11.3816              11.4032            0.0113976
          29              11.4736              11.4057            0.0112596
          30              11.3912              11.4052            0.0108945
