#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1            -0.540126            -0.540126                    0
           2            -0.540364            -0.540245          8.40043e-05
           3            -0.541206            -0.540565           0.00026732
           4            -0.540404            -0.540525           0.00020351
           5            -0.539942            -0.540408          0.000193308
           6            -0.540735            -0.540463          0.000168585
           7             -0.53961            -0.540341          0.000183353
           8            -0.540709            -0.540387          0.000166097
           9            -0.540394            -0.540388          0.000147644
          10            -0.540355            -0.540384          0.000132915
          11            -0.541125            -0.540452          0.000136814
          12            -0.540824            -0.540483          0.000128881
          13            -0.538625             -0.54034          0.000181684
          14            -0.540691            -0.540365           0.00017043
          15             -0.54044             -0.54037          0.000159142
          16            -0.540886            -0.540402          0.000152423
          17            -0.540544            -0.540411          0.000143685
          18            -0.542015              -0.5405             0.000161
          19            -0.540233            -0.540486          0.000153138
          20            -0.540304            -0.540477           0.00014575
          21            -0.540406            -0.540473          0.000138848
          22            -0.540806            -0.540488           0.00013336
          23             -0.53979            -0.540458          0.000130977
          24              -0.5394            -0.540414          0.000132731
          25             -0.54127            -0.540448          0.000131761
          26            -0.540037            -0.540432          0.000127639
          27            -0.540602            -0.540439          0.000123067
          28            -0.541556            -0.540479          0.000124975
          29            -0.540678            -0.540485          0.000120855
          30            -0.539982            -0.540469          0.000117988
