#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1              12.9158              12.9158                    0
           2              12.8761               12.896            0.0140495
           3              12.9667              12.9196            0.0214161
           4              12.9902              12.9372             0.022179
           5              12.8798              12.9257            0.0205055
           6              12.8936              12.9204             0.017772
           7              12.9559              12.9254            0.0159413
           8              12.9081              12.9233            0.0140948
           9               13.006              12.9325            0.0152313
          10              12.8283              12.9221            0.0169001
          11              12.9014              12.9202            0.0154681
          12              12.9359              12.9215            0.0142348
          13              12.9541               12.924            0.0133591
          14              12.9116              12.9231            0.0124341
          15               12.913              12.9224            0.0116235
          16              12.8444              12.9176            0.0118767
          17              12.9427               12.919            0.0112695
          18              13.0107              12.9241            0.0117373
          19              13.0189              12.9291            0.0121333
          20              12.8023              12.9228            0.0130779
          21              12.9236              12.9228            0.0124552
          22               12.871              12.9205            0.0121099
          23              12.9628              12.9223            0.0117226
          24              13.0163              12.9262            0.0118698
          25              12.8671              12.9238            0.0116278
          26              12.9286               12.924             0.011182
          27              12.9544              12.9252            0.0108245
          28              12.8197              12.9214            0.0110742
          29              13.0607              12.9262            0.0116875
          30              12.9177              12.9259            0.0113014
