#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1              100.021              100.021                    0
           2              99.9429              99.9817            0.0274318
           3              101.549              100.504             0.427044
           4              101.547              100.765              0.39181
           5              100.673              100.746             0.313882
           6               102.14              100.979              0.33673
           7               101.61              101.069             0.300448
           8              103.098              101.323             0.354143
           9              102.113               101.41             0.325491
          10               99.869              101.256             0.327407
          11              102.354              101.356             0.312478
          12              101.331              101.354             0.286445
          13              101.169               101.34             0.264762
          14              100.814              101.302             0.248499
          15               102.78              101.401             0.250709
          16              99.1595              101.261             0.271366
          17              100.081              101.191             0.264125
          18              101.583              101.213             0.250345
          19              101.211              101.213             0.237169
          20              100.699              101.187               0.2267
          21              102.054              101.228             0.219627
          22              101.483               101.24             0.209948
          23              100.833              101.222             0.201565
          24              99.8046              101.163             0.201637
          25               101.87              101.192             0.195545
          26              102.614              101.246              0.19553
          27              101.218              101.245             0.188291
          28              101.928               101.27              0.18314
          29              103.436              101.344             0.191459
          30              102.413               101.38              0.18836
