#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1             -0.92691             -0.92691                    0
           2             -0.93062            -0.928765           0.00131154
           3            -0.929919             -0.92915           0.00092906
           4             -0.92985            -0.929325          0.000713074
           5            -0.927826            -0.929025          0.000630355
           6            -0.927607            -0.928789          0.000567859
           7            -0.928222            -0.928708          0.000492481
           8            -0.927868            -0.928603          0.000441964
           9            -0.930226            -0.928783          0.000428098
          10            -0.930068            -0.928912          0.000404111
          11            -0.930876             -0.92909          0.000404914
          12            -0.928482            -0.929039          0.000374334
          13            -0.931041            -0.929193          0.000375865
          14            -0.929318            -0.929202          0.000349122
          15            -0.931584            -0.929361          0.000360149
          16            -0.929756            -0.929386          0.000338484
          17            -0.928074            -0.929309          0.000327245
          18            -0.928755            -0.929278          0.000310505
          19             -0.92919            -0.929273          0.000294198
          20            -0.928376            -0.929228          0.000282888
          21            -0.928463            -0.929192          0.000271753
          22            -0.926863            -0.929086          0.000279256
          23            -0.929652            -0.929111          0.000268196
          24            -0.928718            -0.929094          0.000257519
          25            -0.926381            -0.928986          0.000269122
          26            -0.930961            -0.929062          0.000269279
          27            -0.927077            -0.928988          0.000269154
          28            -0.928561            -0.928973          0.000259974
          29            -0.927336            -0.928917          0.000257064
          30            -0.927265            -0.928861          0.000254323
