#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1              21.0649              21.0649                    0
           2              21.9399              21.5024             0.309343
           3              21.5676              21.5242             0.206991
           4              21.0744              21.4117             0.183259
           5              20.8238              21.2941             0.180426
           6              20.8735               21.224             0.163407
           7              21.2099               21.222             0.140075
           8               21.228              21.2227             0.122568
           9              21.7397              21.2802             0.121667
          10              21.4584               21.298             0.110798
          11              21.4904              21.3155             0.102096
          12              21.0354              21.2922            0.0962188
          13              21.8248              21.3331            0.0971499
          14              20.9832              21.3081              0.09337
          15              21.4585              21.3182            0.0876816
          16              21.1815              21.3096            0.0826163
          17                21.48              21.3196            0.0783622
          18              21.7707              21.3447            0.0779124
          19              21.2389              21.3391            0.0740107
          20              20.9855              21.3215            0.0723917
          21              21.1199              21.3119             0.069578
          22              21.1668              21.3053            0.0667269
          23              21.9275              21.3323            0.0690924
          24              21.3846              21.3345            0.0662478
          25              20.7979               21.313            0.0669846
          26              21.7553                21.33             0.066533
          27              21.4298              21.3337            0.0641714
          28              22.0942              21.3609            0.0673819
          29              21.2201               21.356             0.065233
          30              21.0466              21.3457             0.063869
