#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1              1959.08              1959.08                    0
           2               2090.2              2024.64              46.3578
           3              2088.01              2045.76              35.3913
           4              2035.83              2043.28              26.6304
           5              1968.97              2028.42               25.111
           6              1964.44              2017.75              23.0792
           7              2001.49              2015.43              19.8988
           8              2002.24              2013.78              17.4796
           9              2092.58              2022.54              17.5941
          10              2073.88              2027.67              16.5668
          11              2096.22               2033.9              16.1903
          12              1989.98              2030.24              15.2493
          13              2138.37              2038.56              16.1863
          14              2016.72                 2037              15.1051
          15              2100.37              2041.23               14.677
          16              2066.93              2042.83              13.8473
          17              1982.59              2039.29              13.4786
          18              2015.65              2037.97              12.7936
          19              2019.85              2037.02              12.1557
          20              2015.18              2035.93              11.5969
          21              2001.79               2034.3              11.1581
          22              1969.39              2031.35               11.034
          23              2072.12              2033.13              10.6957
          24              2041.66              2033.48               10.256
          25              1941.96              2029.82              10.4788
          26              2113.51              2033.04              10.5586
          27              1978.48              2031.02              10.3591
          28              2052.42              2031.78              10.0173
          29              1969.39              2029.63              9.90023
          30              1971.42              2027.69              9.75848
