#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1            -0.478948            -0.478948                    0
           2            -0.475508            -0.477228           0.00121622
           3            -0.479208            -0.477888          0.000973562
           4            -0.478804            -0.478117          0.000756625
           5            -0.478564            -0.478206          0.000610558
           6            -0.477932            -0.478161          0.000510509
           7            -0.478284            -0.478178          0.000437883
           8            -0.477672            -0.478115          0.000387694
           9            -0.478572            -0.478166          0.000347926
          10            -0.476656            -0.478015          0.000344336
          11            -0.476652            -0.477891          0.000334579
          12            -0.480224            -0.478085          0.000358767
          13            -0.479928            -0.478227          0.000358077
          14            -0.475596            -0.478039           0.00037862
          15            -0.477972            -0.478035          0.000353405
          16            -0.479348            -0.478117          0.000340716
          17            -0.477864            -0.478102          0.000320998
          18            -0.478232            -0.478109          0.000303246
          19             -0.47902            -0.478157          0.000291051
          20            -0.476808             -0.47809          0.000284207
          21            -0.477964            -0.478084          0.000270737
          22            -0.478672             -0.47811          0.000259748
          23            -0.478636            -0.478133          0.000249458
          24            -0.477632            -0.478112          0.000239936
          25            -0.479088            -0.478151          0.000233491
          26            -0.478948            -0.478182          0.000226512
          27            -0.475672            -0.478089          0.000236431
          28            -0.479372            -0.478135          0.000232385
          29            -0.477748            -0.478122          0.000224754
          30            -0.476812            -0.478078           0.00022146
          31            -0.479672            -0.478129          0.000220206
          32            -0.477836             -0.47812          0.000213515
          33            -0.478012            -0.478117           0.00020707
          34            -0.477408            -0.478096          0.000202027
          35            -0.478568            -0.478109          0.000196704
          36            -0.477828            -0.478102          0.000191395
          37            -0.477488            -0.478085           0.00018694
          38            -0.478568            -0.478098          0.000182452
          39            -0.478368            -0.478105          0.000177905
          40            -0.478832            -0.478123          0.000174384
