#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1              74.0252              74.0252                    0
           2              72.7553              73.3903             0.448988
           3              73.8443              73.5416             0.323828
           4              71.6516              73.0691             0.475859
           5              71.6828              72.7918             0.454338
           6              72.3401              72.7166             0.384802
           7              74.2928              72.9417             0.390192
           8              73.6577              73.0312             0.351533
           9              74.5148              73.1961             0.348988
          10              72.7164              73.1481             0.317368
          11              73.2037              73.1532             0.288557
          12              73.9312               73.218             0.271698
          13              72.2734              73.1453             0.260333
          14              72.1163              73.0718             0.251901
          15              73.6358              73.1094             0.237896
          16              73.6675              73.1443              0.22557
          17              72.9777              73.1345             0.212514
          18              74.2774               73.198             0.209979
          19              73.3051              73.2036             0.199003
          20              73.1953              73.2032             0.189054
          21              71.7442              73.1337             0.192394
          22              74.6732              73.2037             0.195962
          23              75.6077              73.3082             0.213504
          24              73.5539              73.3185             0.204854
          25              74.0505              73.3478             0.198741
          26              76.0133              73.4503             0.215927
          27              74.3541              73.4838             0.210509
          28              73.8369              73.4964             0.203368
          29              73.5532              73.4983             0.196365
          30              75.5428              73.5665             0.201298
          31               73.567              73.5665             0.194804
          32              73.3987              73.5613             0.188787
          33              73.6205              73.5631             0.183075
          34              72.7494              73.5391             0.179248
          35              76.7875              73.6319             0.196692
          36              76.6238               73.715             0.208046
          37              74.8835              73.7466             0.204806
          38              70.2328              73.6542             0.219299
          39              75.2255              73.6944             0.217346
          40              76.6565              73.7685             0.224173
