     MU:      SIGMA:     E_MEASURED:    ERROR:
     -0.8349     0.61861    -0.44524   0.0029048
     -0.8349     0.61861    -0.44524   0.0029048
     -0.8349     0.61861    -0.44524   0.0029048
     -0.8349     0.61861    -0.44524   0.0029048
     -0.8349     0.61861    -0.44524   0.0029048
     -0.8349     0.61861    -0.44524   0.0029048
     -0.8349     0.61861    -0.44524   0.0029048
     -0.8349     0.61861    -0.44524   0.0029048
     -0.8349     0.61861    -0.44524   0.0029048
     -0.8349     0.61861    -0.44524   0.0029048
     -0.8349     0.61861    -0.44524   0.0029048
     -0.8349     0.61861    -0.44524   0.0029048
     -0.8349     0.61861    -0.44524   0.0029048
     -0.8349     0.61861    -0.44524   0.0029048
     -0.8349     0.61861    -0.44524   0.0029048
     -0.8349     0.61861    -0.44524   0.0029048
     -0.8349     0.61861    -0.44524   0.0029048
     -0.8349     0.61861    -0.44524   0.0029048
     -0.8349     0.61861    -0.44524   0.0029048
     -0.8349     0.61861    -0.44524   0.0029048
     -0.8349     0.61861    -0.44524   0.0029048
     -0.8349     0.61861    -0.44524   0.0029048
     -0.8349     0.61861    -0.44524   0.0029048
     -0.8349     0.61861    -0.44524   0.0029048
     -0.8349     0.61861    -0.44524   0.0029048
     -0.8349     0.61861    -0.44524   0.0029048
     -0.8349     0.61861    -0.44524   0.0029048
     -0.8349     0.61861    -0.44524   0.0029048
     -0.8349     0.61861    -0.44524   0.0029048
     -0.8349     0.61861    -0.44524   0.0029048
     -0.8349     0.61861    -0.44524   0.0029048
     -0.8349     0.61861    -0.44524   0.0029048
     -0.8349     0.61861    -0.44524   0.0029048
     -0.8349     0.61861    -0.44524   0.0029048
     -0.8349     0.61861    -0.44524   0.0029048
     -0.8349     0.61861    -0.44524   0.0029048
     -0.8349     0.61861    -0.44524   0.0029048
     -0.8349     0.61861    -0.44524   0.0029048
     -0.8349     0.61861    -0.44524   0.0029048
     -0.8349     0.61861    -0.44524   0.0029048
     -0.8349     0.61861    -0.44524   0.0029048
     -0.8349     0.61861    -0.44524   0.0029048
     -0.8349     0.61861    -0.44524   0.0029048
     -0.8349     0.61861    -0.44524   0.0029048
     -0.8349     0.61861    -0.44524   0.0029048
     -0.8349     0.61861    -0.44524   0.0029048
     -0.8349     0.61861    -0.44524   0.0029048
     -0.8349     0.61861    -0.44524   0.0029048
     -0.8349     0.61861    -0.44524   0.0029048
     -0.8349     0.61861    -0.44524   0.0029048
     -0.8349     0.61861    -0.44524   0.0029048
     -0.8349     0.61861    -0.44524   0.0029048
     -0.8349     0.61861    -0.44524   0.0029048
