#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1              13.2991              13.2991                    0
           2              13.2546              13.2769            0.0157335
           3              13.3566              13.3034            0.0240904
           4              13.3746              13.3212            0.0237505
           5              13.2601               13.309            0.0219197
           6               13.298              13.3072            0.0183428
           7              13.3858              13.3184            0.0188491
           8              13.3638              13.3241            0.0173254
           9              13.4729              13.3406            0.0219141
          10              13.3071              13.3373            0.0199782
          11              13.2934              13.3333            0.0185558
          12                13.39               13.338            0.0176015
          13              13.3415              13.3383            0.0162495
          14              13.2533              13.3322            0.0161822
          15              13.3116              13.3308            0.0151615
          16              13.2515              13.3259            0.0150031
          17              13.3584              13.3278            0.0142422
          18              13.3932              13.3314            0.0139068
          19              13.4752               13.339            0.0150941
          20              13.2879              13.3364            0.0145538
          21              13.3374              13.3365            0.0138609
          22               13.331              13.3362            0.0132331
          23              13.4084              13.3394            0.0130243
          24               13.432              13.3432            0.0130414
          25              13.2731              13.3404            0.0128175
          26              13.3735              13.3417            0.0123876
          27              13.4066              13.3441            0.0121595
          28              13.2789              13.3418            0.0119464
          29              13.4764              13.3464            0.0124041
          30               13.369              13.3472            0.0120134
