#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1            -0.550142            -0.550142                    0
           2            -0.550426            -0.550284          0.000100409
           3            -0.551467            -0.550679          0.000328803
           4            -0.550491            -0.550632           0.00024992
           5            -0.550162            -0.550538          0.000216853
           6            -0.550759            -0.550575           0.00018382
           7            -0.549859            -0.550473          0.000183801
           8            -0.550796            -0.550513          0.000165213
           9            -0.550705            -0.550534          0.000148224
          10            -0.550437            -0.550525          0.000133722
          11            -0.551028             -0.55057           0.00012916
          12            -0.550739            -0.550584          0.000119161
          13             -0.54883            -0.550449          0.000170008
          14            -0.550783            -0.550473          0.000159527
          15            -0.550738            -0.550491          0.000149862
          16            -0.550804             -0.55051          0.000141767
          17            -0.550632            -0.550518          0.000133608
          18            -0.551857            -0.550592          0.000145431
          19             -0.55073            -0.550599          0.000137959
          20            -0.550517            -0.550595          0.000131123
          21            -0.550542            -0.550593          0.000124903
          22            -0.550471            -0.550587          0.000119347
          23             -0.55013            -0.550567          0.000115805
          24            -0.549797            -0.550535          0.000115343
          25            -0.551443            -0.550571          0.000116308
          26            -0.550062            -0.550552          0.000113471
          27            -0.550609            -0.550554          0.000109288
          28             -0.55127             -0.55058          0.000108331
          29            -0.550793            -0.550587          0.000104845
          30            -0.550004            -0.550567          0.000103135
