#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1              2.17764              2.17764                    0
           2              2.30536               2.2415            0.0451558
           3              2.13902              2.20734            0.0410388
           4               2.0593              2.17033            0.0444371
           5              2.02246              2.14076            0.0443111
           6              2.26556              2.16156            0.0415221
           7              2.47398              2.20619            0.0545354
           8              2.49536              2.24233            0.0584833
           9              2.24324              2.24244            0.0519852
          10              2.05106               2.2233            0.0501858
          11              2.14912              2.21655            0.0460743
          12              1.89968              2.19015            0.0492235
          13              2.17146              2.18871            0.0454581
          14               2.3547              2.20057              0.04373
          15              1.91186              2.18132            0.0448508
          16               2.0858              2.17535             0.042443
          17               2.5141              2.19528            0.0443782
          18               2.2669              2.19926            0.0420907
          19              2.26368              2.20265            0.0400118
          20              2.07766               2.1964            0.0384961
          21              2.29548              2.20112             0.036951
          22              2.31042              2.20608            0.0356038
          23               2.1534              2.20379            0.0341295
          24              2.27902              2.20693             0.032851
          25              2.45954              2.21703            0.0330545
          26              2.37984              2.22329            0.0323708
          27              2.07896              2.21795            0.0316102
          28              2.38888              2.22405            0.0310652
          29              2.17022               2.2222            0.0300494
          30               2.0291              2.21576            0.0297291
