#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1              13.7357              13.7357                    0
           2                13.72              13.7279           0.00555013
           3              13.7578              13.7379           0.00893478
           4              13.7717              13.7463           0.00992961
           5              13.6465              13.7264            0.0195367
           6              13.7155              13.7245            0.0163645
           7              13.8345              13.7403            0.0202042
           8              13.7687              13.7438            0.0179897
           9              13.9457              13.7662            0.0265094
          10              13.7417              13.7638            0.0239715
          11              13.7396              13.7616            0.0218934
          12              13.8567              13.7695            0.0214559
          13              13.7908              13.7712            0.0198677
          14              13.6868              13.7651            0.0193407
          15              13.7656              13.7652            0.0180513
          16              13.7066              13.7615            0.0172895
          17               13.816              13.7647            0.0165671
          18              13.8311              13.7684            0.0160524
          19              13.8467              13.7725            0.0157282
          20              13.7584              13.7718            0.0149575
          21              13.7422              13.7704            0.0143116
          22              13.7224              13.7682            0.0138263
          23              13.8929              13.7736             0.014249
          24              13.8088              13.7751            0.0137302
          25               13.724              13.7731            0.0133322
          26              13.7906              13.7737            0.0128364
          27              13.8379              13.7761             0.012579
          28              13.7063              13.7736            0.0123741
          29               13.936              13.7792            0.0131532
          30              13.8471              13.7815            0.0129079
