#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1            -0.560712            -0.560712                    0
           2            -0.560614            -0.560663          3.45068e-05
           3            -0.562139            -0.561155          0.000402374
           4            -0.560983            -0.561112           0.00030407
           5            -0.560146            -0.560919          0.000298448
           6            -0.560974            -0.560928           0.00024885
           7            -0.560449             -0.56086          0.000222522
           8            -0.561582             -0.56095          0.000212256
           9            -0.561281            -0.560987          0.000191828
          10            -0.561158            -0.561004          0.000173411
          11            -0.561403             -0.56104          0.000161401
          12            -0.560799             -0.56102          0.000149195
          13            -0.559262            -0.560885           0.00018936
          14            -0.561093              -0.5609          0.000176416
          15            -0.560703            -0.560887          0.000165141
          16            -0.561017            -0.560895           0.00015502
          17              -0.5614            -0.560924          0.000148723
          18            -0.562198            -0.560995          0.000156396
          19            -0.560753            -0.560982          0.000148684
          20            -0.560921            -0.560979          0.000141282
          21            -0.561595            -0.561009          0.000137564
          22            -0.561215            -0.561018          0.000131631
          23            -0.560215            -0.560983          0.000130455
          24            -0.560264            -0.560953          0.000128415
          25            -0.561756            -0.560985           0.00012723
          26            -0.560485            -0.560966          0.000123784
          27            -0.560812             -0.56096          0.000119331
          28            -0.561655            -0.560985          0.000117621
          29            -0.561334            -0.560997          0.000114177
          30            -0.560578            -0.560983          0.000111224
