#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1              19.7978              19.7978                    0
           2              18.3936              19.0957              0.49646
           3              21.6564              19.9493             0.771541
           4              21.1515              20.2498             0.634505
           5              18.6218              19.9242             0.585217
           6              19.7098              19.8885             0.488771
           7              19.4501              19.8259             0.422941
           8              20.0409              19.8527             0.370926
           9              18.8881              19.7456              0.34485
          10                18.45               19.616             0.333815
          11              18.7525              19.5375             0.312563
          12              18.1426              19.4213             0.307373
          13              18.6129              19.3591              0.28995
          14              18.0639              19.2666             0.283614
          15              17.7838              19.1677             0.281406
          16              20.6136              19.2581             0.277949
          17              19.6167              19.2792             0.262398
          18              19.4782              19.2902             0.248054
          19              19.5588              19.3044             0.235401
          20              18.4616              19.2622             0.227371
          21              20.7468              19.3329             0.227269
          22              21.5508              19.4337             0.238251
          23              18.3922              19.3885             0.232157
          24              18.8366              19.3655             0.223619
          25              20.4135              19.4074             0.218568
          26              19.6156              19.4154             0.210309
          27              20.2943              19.4479             0.205023
          28              19.9253               19.465             0.198409
          29              20.2857              19.4933             0.193575
          30              19.5424              19.4949             0.187129
