#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1              1026.21              1026.21                    0
           2              1082.04              1054.12              19.7389
           3              1029.72              1045.99                14.74
           4              1000.42               1034.6              14.8165
           5              1060.59               1039.8              12.7325
           6              994.125              1032.18              12.6832
           7              994.925              1026.86              11.9361
           8              1068.75               1032.1              11.5356
           9               1029.6              1031.82              10.2572
          10              1069.22              1035.56               9.8899
          11               1082.5              1039.83              9.86873
          12              1048.63              1040.56              9.07355
          13              1018.66              1038.88              8.53061
          14              1047.28              1039.48              7.94235
          15              1028.34              1038.73              7.44746
          16              1072.51              1040.84              7.27496
          17              1027.25              1040.04              6.89083
          18              1046.93              1040.43              6.51861
          19              1018.01              1039.25              6.28143
          20              1086.59              1041.61               6.3979
          21              1050.24              1042.03              6.10641
          22               1127.9              1045.93              6.96559
          23              1076.02              1047.24              6.78445
          24              1050.01              1047.35              6.50276
          25              1071.37              1048.31               6.3132
          26              1075.68              1049.37              6.15753
          27              1128.72               1052.3              6.59363
          28              1048.44              1052.17              6.35959
          29              1096.83              1053.71              6.32403
          30              1048.91              1053.55              6.11525
