#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1            -0.876565            -0.876565                    0
           2            -0.880586            -0.878576           0.00142185
           3            -0.878301            -0.878484          0.000950846
           4            -0.876954            -0.878101          0.000786351
           5            -0.878575            -0.878196          0.000634765
           6            -0.878048            -0.878171          0.000529451
           7            -0.876864            -0.877985          0.000485645
           8            -0.878159            -0.878006          0.000425429
           9            -0.877914            -0.877996          0.000378282
          10            -0.880063            -0.878203          0.000392885
          11            -0.879998            -0.878366          0.000389573
          12            -0.878472            -0.878375          0.000357209
          13            -0.878081            -0.878352          0.000330447
          14            -0.879897            -0.878463          0.000324737
          15            -0.877912            -0.878426          0.000305156
          16            -0.880286            -0.878542          0.000307423
          17            -0.878822            -0.878559          0.000289778
          18            -0.879718            -0.878623          0.000280742
          19            -0.877565            -0.878567          0.000271434
          20            -0.879454            -0.878612          0.000261462
          21             -0.87766            -0.878566          0.000252908
          22            -0.881018            -0.878678          0.000264836
          23             -0.87877            -0.878682          0.000253351
          24            -0.878846            -0.878689          0.000242887
          25            -0.878525            -0.878682           0.00023326
          26            -0.880446             -0.87875          0.000233942
          27            -0.880798            -0.878826          0.000237262
          28            -0.878694            -0.878821          0.000228835
          29             -0.87957            -0.878847          0.000222395
          30            -0.879566            -0.878871          0.000216268
