#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1            -0.777981            -0.777981                    0
           2            -0.777173            -0.777577          0.000285671
           3            -0.778704            -0.777953          0.000361092
           4            -0.778864             -0.77818           0.00033509
           5            -0.777402            -0.778025          0.000302112
           6            -0.777672            -0.777966          0.000257413
           7            -0.777823            -0.777945          0.000221445
           8            -0.778234            -0.777982          0.000196687
           9            -0.777945            -0.777978          0.000174876
          10            -0.777126            -0.777892          0.000176891
          11            -0.777759             -0.77788          0.000161224
          12            -0.778006            -0.777891          0.000148131
          13            -0.779169            -0.777989          0.000166186
          14            -0.778165            -0.778002          0.000154789
          15            -0.778651            -0.778045          0.000150405
          16            -0.778786            -0.778091          0.000147956
          17            -0.777866            -0.778078          0.000139843
          18            -0.779358            -0.778149          0.000149071
          19            -0.777732            -0.778127          0.000142833
          20              -0.7792            -0.778181          0.000145415
          21            -0.779069            -0.778223          0.000144507
          22            -0.777377            -0.778185          0.000142968
          23            -0.776602            -0.778116          0.000152407
          24            -0.777119            -0.778074          0.000151609
          25            -0.778014            -0.778072          0.000145563
          26            -0.777531            -0.778051          0.000141443
          27             -0.77721             -0.77802          0.000139589
          28            -0.776282            -0.777958          0.000147756
          29            -0.777458            -0.777941          0.000143661
          30            -0.778242            -0.777951          0.000139224
