#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1              417.066              417.066                    0
           2              405.299              411.182              4.16017
           3              421.105               414.49              3.87109
           4              424.007              416.869              3.56017
           5              412.242              415.944              2.96599
           6                  421              416.786              2.58864
           7              416.706              416.775              2.21886
           8              423.369              417.599                2.089
           9              416.312              417.456              1.86178
          10              411.926              416.903              1.75583
          11              403.157              415.653              1.99186
          12              414.545              415.561              1.82801
          13              434.199              416.995              2.17822
          14              424.456              417.528              2.08682
          15              427.832              418.215              2.05766
          16              420.773              418.375              1.93526
          17              416.435              418.261              1.82478
          18              435.784              419.234              1.96601
          19              410.096              418.753              1.92045
          20               435.28              419.579              1.99431
          21              425.104              419.843              1.91661
          22              399.748              418.929              2.03553
          23              422.661              419.091              1.95348
          24              407.861              418.623              1.92731
          25              410.235              418.288              1.87921
          26              409.746              417.959              1.83542
          27              420.933               418.07              1.77075
          28              410.786              417.809              1.72651
          29              421.508              417.937              1.67168
          30              412.515              417.756              1.62569
