#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1              21.3932              21.3932                    0
           2              21.5531              21.4732            0.0565231
           3              21.1294              21.3586             0.100865
           4              21.4631              21.3847            0.0789586
           5              21.4127              21.3903            0.0633644
           6              21.6047               21.426            0.0620684
           7              21.4637              21.4314            0.0534342
           8               21.417              21.4296            0.0467852
           9              21.1975              21.4038            0.0481713
          10              21.1646              21.3799            0.0489364
          11              21.4124              21.3829            0.0445768
          12              21.2893              21.3751            0.0415378
          13               21.624              21.3942            0.0425276
          14              21.2358              21.3829            0.0409682
          15              21.5117              21.3915            0.0391259
          16              21.1959              21.3793            0.0385428
          17              21.2301              21.3705            0.0372614
          18              21.5331              21.3795            0.0362702
          19              21.3409              21.3775             0.034418
          20              21.3368              21.3754            0.0327573
          21              21.6092              21.3866            0.0330351
          22              21.1739              21.3769            0.0329174
          23              21.5711              21.3854             0.032551
          24              21.5693               21.393            0.0320846
          25               21.192               21.385            0.0317929
          26              21.4558              21.3877            0.0306865
          27              21.3774              21.3873            0.0295524
          28              21.2676               21.383            0.0288044
          29              21.4092              21.3839            0.0278252
          30              21.5336              21.3889             0.027341
