#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1               36.428               36.428                    0
           2              39.9215              38.1748              1.23512
           3              38.6123              38.3206             0.831981
           4              38.9043              38.4665             0.636654
           5               35.945              37.9622             0.680345
           6              37.5843              37.8992             0.569863
           7              35.5607              37.5652             0.578145
           8              34.4893              37.1807             0.620695
           9              33.4386              36.7649             0.676811
          10              32.7967              36.3681             0.716073
          11               30.512              35.8357             0.825484
          12              33.9032              35.6746             0.772242
          13              34.5951              35.5916             0.717289
          14              35.3621              35.5752             0.666242
          15              34.5032              35.5037             0.625647
          16               36.652              35.5755             0.590646
          17              36.7334              35.6436             0.559815
          18              39.7625              35.8724             0.573578
          19              37.8042              35.9741             0.552327
          20              32.5791              35.8044             0.550177
          21              38.8661              35.9502             0.542953
          22              37.3111               36.012             0.521785
          23               36.063              36.0142             0.499103
          24              36.7165              36.0435             0.479164
          25              34.6645              35.9883             0.463162
          26              32.5676              35.8568             0.463658
          27              37.2553              35.9086              0.44937
          28              35.5784              35.8968             0.433476
          29              35.6875              35.8896             0.418588
          30              35.0589              35.8619              0.40555
