#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1               2594.6               2594.6                    0
           2              2634.98              2614.79              14.2744
           3              2550.33               2593.3              19.9581
           4              2411.61              2547.88              42.0895
           5               2581.4              2554.58              34.2014
           6              2621.48              2565.73              30.2639
           7              2454.08              2549.78              29.8493
           8              2622.39              2558.86              27.4634
           9              2616.95              2565.31               25.159
          10              2670.57              2575.84              24.7472
          11              2547.17              2573.23              22.6343
          12              2529.46              2569.58                21.04
          13               2544.1              2567.62              19.5127
          14              2497.49              2562.61               18.751
          15              2425.94               2553.5              19.5899
          16              2593.93              2556.03              18.5278
          17              2563.34              2556.46              17.4429
          18              2714.59              2565.24              18.5546
          19              2507.79              2562.22              17.8228
          20              2535.53              2560.89              16.9815
          21              2518.08              2558.85              16.2948
          22              2582.16              2559.91              15.5885
          23              2459.81              2555.56              15.5064
          24              2391.47              2548.72              16.2979
          25              2488.45              2546.31              15.8233
          26              2650.51              2550.32              15.7141
          27              2738.46              2557.28              16.6054
          28              2579.77              2558.09              16.0317
          29              2475.57              2555.24              15.7294
          30              2676.06              2559.27              15.7122
