#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1            -0.945644            -0.945644                    0
           2            -0.946662            -0.946153          0.000359776
           3            -0.945418            -0.945908          0.000312357
           4            -0.942216            -0.944985          0.000832908
           5            -0.945815            -0.945151          0.000682684
           6            -0.946775            -0.945422          0.000620262
           7            -0.942842            -0.945053          0.000631739
           8            -0.945822            -0.945149          0.000560029
           9            -0.945795            -0.945221          0.000502383
          10            -0.947652            -0.945464          0.000507571
          11            -0.944657            -0.945391          0.000466702
          12            -0.944682            -0.945332          0.000431534
          13            -0.944181            -0.945243          0.000407317
          14            -0.945044            -0.945229          0.000378471
          15            -0.941435            -0.944976          0.000429506
          16            -0.946302            -0.945059          0.000410586
          17             -0.94587            -0.945106          0.000389194
          18            -0.948979            -0.945322           0.00042288
          19             -0.94296            -0.945197          0.000418492
          20            -0.944714            -0.945173          0.000398265
          21            -0.943886            -0.945112          0.000383991
          22            -0.946902            -0.945193          0.000375063
          23            -0.943102            -0.945102          0.000369608
          24            -0.940883            -0.944927          0.000393802
          25            -0.943692            -0.944877          0.000381134
          26            -0.947266            -0.944969          0.000377383
          27            -0.949538            -0.945138          0.000399543
          28            -0.945614            -0.945155          0.000385634
          29            -0.943842             -0.94511          0.000374984
          30            -0.948547            -0.945225          0.000379585
