     MU:      SIGMA:     E_MEASURED:    ERROR:
    -0.83244     0.59576    -0.44008   0.0027968
    -0.83244     0.59576    -0.44008   0.0027968
    -0.83244     0.59576    -0.44008   0.0027968
    -0.83244     0.59576    -0.44008   0.0027968
    -0.83244     0.59576    -0.44008   0.0027968
    -0.83244     0.59576    -0.44008   0.0027968
    -0.83244     0.59576    -0.44008   0.0027968
    -0.83244     0.59576    -0.44008   0.0027968
    -0.83244     0.59576    -0.44008   0.0027968
    -0.83244     0.59576    -0.44008   0.0027968
    -0.83244     0.59576    -0.44008   0.0027968
    -0.83244     0.59576    -0.44008   0.0027968
    -0.83244     0.59576    -0.44008   0.0027968
    -0.83244     0.59576    -0.44008   0.0027968
    -0.83244     0.59576    -0.44008   0.0027968
    -0.83244     0.59576    -0.44008   0.0027968
    -0.83244     0.59576    -0.44008   0.0027968
    -0.83244     0.59576    -0.44008   0.0027968
    -0.83244     0.59576    -0.44008   0.0027968
    -0.83244     0.59576    -0.44008   0.0027968
    -0.83244     0.59576    -0.44008   0.0027968
    -0.83244     0.59576    -0.44008   0.0027968
    -0.83244     0.59576    -0.44008   0.0027968
    -0.83244     0.59576    -0.44008   0.0027968
    -0.83244     0.59576    -0.44008   0.0027968
    -0.83244     0.59576    -0.44008   0.0027968
    -0.83244     0.59576    -0.44008   0.0027968
    -0.83244     0.59576    -0.44008   0.0027968
    -0.83244     0.59576    -0.44008   0.0027968
    -0.83244     0.59576    -0.44008   0.0027968
    -0.83244     0.59576    -0.44008   0.0027968
    -0.83244     0.59576    -0.44008   0.0027968
    -0.83244     0.59576    -0.44008   0.0027968
    -0.83244     0.59576    -0.44008   0.0027968
    -0.83244     0.59576    -0.44008   0.0027968
    -0.83244     0.59576    -0.44008   0.0027968
    -0.83244     0.59576    -0.44008   0.0027968
    -0.83244     0.59576    -0.44008   0.0027968
    -0.83244     0.59576    -0.44008   0.0027968
    -0.83244     0.59576    -0.44008   0.0027968
    -0.83244     0.59576    -0.44008   0.0027968
    -0.83244     0.59576    -0.44008   0.0027968
    -0.83244     0.59576    -0.44008   0.0027968
    -0.83244     0.59576    -0.44008   0.0027968
    -0.83244     0.59576    -0.44008   0.0027968
    -0.83244     0.59576    -0.44008   0.0027968
    -0.83244     0.59576    -0.44008   0.0027968
    -0.83244     0.59576    -0.44008   0.0027968
    -0.83244     0.59576    -0.44008   0.0027968
    -0.83244     0.59576    -0.44008   0.0027968
    -0.83244     0.59576    -0.44008   0.0027968
    -0.83244     0.59576    -0.44008   0.0027968
    -0.83244     0.59576    -0.44008   0.0027968
    -0.83244     0.59576    -0.44008   0.0027968
    -0.82415     0.65448    -0.42899   0.0035188
    -0.82415     0.65448    -0.42899   0.0035188
    -0.82415     0.65448    -0.42899   0.0035188
    -0.82415     0.65448    -0.42899   0.0035188
    -0.82415     0.65448    -0.42899   0.0035188
    -0.82415     0.65448    -0.42899   0.0035188
    -0.74601     0.65712    -0.42683   0.0028889
    -0.74601     0.65712    -0.42683   0.0028889
    -0.74601     0.65712    -0.42683   0.0028889
    -0.74601     0.65712    -0.42683   0.0028889
    -0.74601     0.65712    -0.42683   0.0028889
    -0.74601     0.65712    -0.42683   0.0028889
    -0.74601     0.65712    -0.42683   0.0028889
    -0.74601     0.65712    -0.42683   0.0028889
    -0.74601     0.65712    -0.42683   0.0028889
    -0.71917     0.60454    -0.41856   0.0024242
    -0.71917     0.60454    -0.41856   0.0024242
    -0.71917     0.60454    -0.41856   0.0024242
    -0.71917     0.60454    -0.41856   0.0024242
    -0.71917     0.60454    -0.41856   0.0024242
    -0.71917     0.60454    -0.41856   0.0024242
    -0.71917     0.60454    -0.41856   0.0024242
    -0.71917     0.60454    -0.41856   0.0024242
    -0.71917     0.60454    -0.41856   0.0024242
    -0.71917     0.60454    -0.41856   0.0024242
    -0.71917     0.60454    -0.41856   0.0024242
    -0.71917     0.60454    -0.41856   0.0024242
    -0.71917     0.60454    -0.41856   0.0024242
    -0.71917     0.60454    -0.41856   0.0024242
    -0.71917     0.60454    -0.41856   0.0024242
    -0.71917     0.60454    -0.41856   0.0024242
    -0.71917     0.60454    -0.41856   0.0024242
    -0.71917     0.60454    -0.41856   0.0024242
    -0.71917     0.60454    -0.41856   0.0024242
    -0.71917     0.60454    -0.41856   0.0024242
    -0.75696     0.62579    -0.43936   0.0022312
    -0.75696     0.62579    -0.43936   0.0022312
    -0.75696     0.62579    -0.43936   0.0022312
    -0.75696     0.62579    -0.43936   0.0022312
    -0.75696     0.62579    -0.43936   0.0022312
    -0.75696     0.62579    -0.43936   0.0022312
    -0.75696     0.62579    -0.43936   0.0022312
    -0.75696     0.62579    -0.43936   0.0022312
    -0.75696     0.62579    -0.43936   0.0022312
    -0.75696     0.62579    -0.43936   0.0022312
    -0.75696     0.62579    -0.43936   0.0022312
    -0.75696     0.62579    -0.43936   0.0022312
    -0.75696     0.62579    -0.43936   0.0022312
    -0.75696     0.62579    -0.43936   0.0022312
