#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1              130.783              130.783                    0
           2              132.309              131.546             0.539487
           3              133.009              132.034             0.536476
           4              133.012              132.278              0.45468
           5              132.376              132.298             0.364161
           6              134.309              132.633             0.430997
           7              137.243              133.292             0.712846
           8              136.729              133.721             0.742041
           9              134.804              133.842             0.669262
          10              134.166              133.874             0.603123
          11              135.614              134.032             0.568653
          12               134.06              134.035              0.52127
          13              133.815              134.018             0.481446
          14              134.832              134.076              0.45056
          15              133.458              134.035             0.422403
          16              132.402              133.933             0.408138
          17              133.174              133.888             0.386565
          18              133.951              133.891             0.365104
          19              133.849              133.889             0.345895
          20              134.607              133.925             0.330459
          21               135.96              134.022              0.32862
          22              134.104              134.026             0.313704
          23              132.755              133.971             0.304893
          24              132.395              133.905             0.299172
          25              135.803              133.981             0.296683
          26              135.132              134.025             0.288558
          27              135.278              134.072             0.281579
          28              135.968              134.139             0.279547
          29              135.883              134.199             0.276297
          30              136.892              134.289              0.28129
