     MU:      SIGMA:     E_MEASURED:    ERROR:
    -0.74333      0.6491    -0.42682   0.0023631
    -0.64222     0.94765    -0.19502    0.014405
    -0.47216     0.98794    -0.22418   0.0099791
    -0.53918     0.78969    -0.28249   0.0049232
    -0.31414     0.67547   -0.028469   0.0067703
    -0.18608     0.90509     -0.2199   0.0049812
   -0.081574     0.87879      -0.201   0.0048874
     0.16921     0.95987    -0.25848   0.0059319
     0.16921     0.95987    -0.25848   0.0059319
     0.26888     0.74354   -0.096586   0.0051244
  -0.0054707       1.023    -0.24187    0.010377
    0.079886      1.2093   -0.082339     0.01906
   -0.060551      1.0603    -0.24886    0.010025
  -0.0043016     0.82096    -0.12985   0.0051434
  -0.0043016     0.82096    -0.12985   0.0051434
  -0.0043016     0.82096    -0.12985   0.0051434
    0.046481      1.0614    -0.24248   0.0097224
     0.31601      1.0197    -0.23361   0.0098843
     0.31601      1.0197    -0.23361   0.0098843
     0.31601      1.0197    -0.23361   0.0098843
     0.18394      1.0667    -0.23252    0.010384
     0.45399      1.0729    -0.14628    0.016864
     0.35389      1.1878    0.044213    0.026022
     0.35389      1.1878    0.044213    0.026022
     0.35389      1.1878    0.044213    0.026022
     0.12342       1.263    0.088649    0.024737
     0.12342       1.263    0.088649    0.024737
     0.39407      1.0784    -0.15743    0.013358
     0.15624       1.242     0.13426    0.031163
   -0.085573      1.3738      0.4494    0.040112
   -0.079509      1.3035      0.2972    0.039451
     0.17099      1.1448     -0.1023    0.025526
    0.077615      1.0699       -0.22    0.010964
     0.36916      0.9141     -0.2469   0.0065327
     0.61336     0.72417    -0.33265   0.0042311
     0.37105      1.0022    -0.21264    0.011496
     0.57433      1.0406   -0.093518    0.018271
     0.48596      1.1524    0.041639    0.024758
      0.5897      1.0613    -0.04816    0.022964
     0.33397      1.3506     0.49991    0.048111
     0.33397      1.3506     0.49991    0.048111
     0.33397      1.3506     0.49991    0.048111
     0.19556      1.1197    -0.17002    0.015157
   -0.055589     0.90254    -0.21589   0.0053409
    -0.02088     0.68495     0.10861   0.0079115
    -0.02088     0.68495     0.10861   0.0079115
    -0.10315     0.83899    -0.16504   0.0050996
    -0.24366     0.93862    -0.25412   0.0049831
    -0.16085       0.786    -0.10303   0.0055344
   0.0040003     0.78215   -0.077067   0.0059372
    -0.19092     0.98413    -0.24365   0.0068413
     -0.3753     0.85364     -0.2381   0.0052159
    -0.29396     0.78857    -0.15895   0.0053221
    -0.41005      1.0746    -0.16099    0.014792
    -0.40176      1.1333   -0.087232    0.020909
    -0.60673     0.90367    -0.23226    0.014069
    -0.81799     0.84722    -0.19418    0.014668
    -0.56796     0.84416    -0.29327   0.0065437
    -0.45488     0.62412     -0.1281   0.0053081
    -0.59447     0.70078    -0.32427   0.0036947
    -0.51633     0.70342    -0.25396   0.0040864
    -0.31734     0.86674    -0.23015   0.0055035
    -0.30027      1.0053    -0.24646   0.0082416
    -0.26686     0.76643    -0.12592   0.0057632
    -0.46847     0.85302    -0.27436   0.0052642
    -0.44316     0.97071    -0.23959    0.010244
    -0.60123      0.8049    -0.30984   0.0056692
    -0.67618     0.97733    -0.13487    0.015935
    -0.83024     0.76882    -0.30541   0.0090863
     -0.8034     0.71624    -0.37901   0.0068109
     -0.8034     0.71624    -0.37901   0.0068109
    -0.57391     0.90377    -0.25024     0.01508
    -0.40424     0.80719    -0.23267   0.0054388
    -0.56074     0.90518    -0.27058   0.0084738
    -0.49769     0.88195    -0.27853   0.0056421
    -0.49769     0.88195    -0.27853   0.0056421
    -0.44981     0.96884    -0.22091    0.010457
    -0.57614     0.75465    -0.31047   0.0038904
    -0.80608     0.77796    -0.31345   0.0081359
    -0.56116     0.68708    -0.29207   0.0040831
    -0.30126     0.51796      0.3007   0.0086019
    -0.30126     0.51796      0.3007   0.0086019
    -0.58503     0.46882    -0.13502   0.0064306
    -0.41254     0.51112    0.082507   0.0058947
    -0.67388     0.78024    -0.33377   0.0062287
     -0.9416     0.51969    -0.25938   0.0049785
      -1.101      0.6056   -0.049495   0.0085471
     -1.0663     0.52099   -0.096278   0.0044091
     -1.0663     0.52099   -0.096278   0.0044091
      -1.104     0.54224   -0.037706   0.0051508
      -1.104     0.54224   -0.037706   0.0051508
      -1.104     0.54224   -0.037706   0.0051508
      -1.104     0.54224   -0.037706   0.0051508
      -1.104     0.54224   -0.037706   0.0051508
      -1.104     0.54224   -0.037706   0.0051508
      -1.104     0.54224   -0.037706   0.0051508
     -1.0599     0.55655    -0.14564   0.0057615
    -0.92921     0.56331    -0.35196   0.0035492
    -0.77578     0.74154    -0.36927   0.0076128
    -0.64611     0.66841       -0.36   0.0029474
    -0.80957     0.96347    0.050504     0.02367
    -0.70743     0.76944    -0.33681   0.0059279
    -0.60199     0.63306      -0.328   0.0036172
    -0.61031     0.59057    -0.31937   0.0036509
    -0.35806     0.73521    -0.14113   0.0052433
    -0.45233     0.67807    -0.17237   0.0046871
    -0.38595     0.70561    -0.13894    0.005272
    -0.51577      0.5891    -0.19414   0.0042465
      -0.414     0.38093     0.33086     0.01075
    -0.14298     0.54451     0.46164   0.0090347
    -0.14298     0.54451     0.46164   0.0090347
    -0.44155     0.50329    0.030091   0.0068645
    -0.43331     0.49846    0.054587   0.0061342
    -0.43331     0.49846    0.054587   0.0061342
    -0.43331     0.49846    0.054587   0.0061342
    -0.48789     0.53074   -0.084201   0.0051495
    -0.48789     0.53074   -0.084201   0.0051495
    -0.35567     0.57326    0.086633   0.0071924
    -0.30756     0.78893    -0.16136   0.0046471
    -0.17204      1.0328    -0.23739     0.00963
   -0.082639      1.2243   -0.037816    0.021191
   -0.041891      1.1117    -0.21178    0.012665
     0.04627      1.2274   -0.033476    0.023004
     0.32169     0.97049    -0.25306   0.0076377
     0.32169     0.97049    -0.25306   0.0076377
    0.030749      1.0946     -0.2038    0.014121
    -0.16918     0.96092    -0.24245   0.0051366
     -0.3393      1.1296    -0.10196    0.020213
    -0.16771      1.2793     0.20936    0.037278
    -0.42511      1.1575   -0.029241    0.021341
    -0.42511      1.1575   -0.029241    0.021341
    -0.63104     0.93118    -0.23003    0.011106
    -0.67376     0.64368     -0.3945   0.0024752
    -0.64085     0.71185    -0.35781   0.0033631
    -0.45343     0.47739    0.041897    0.005621
    -0.25224     0.72671   -0.055064   0.0064474
    -0.36026     0.49105     0.22242   0.0076797
     -0.3799     0.70863    -0.13489   0.0052478
    -0.44214     0.55251   -0.031036   0.0054299
    -0.44214     0.55251   -0.031036   0.0054299
    -0.57051     0.31895      1.1785    0.025287
    -0.74623     0.32397      1.2318     0.02516
    -0.55662     0.43402  -0.0068313   0.0091544
     -0.4289     0.55422  -0.0095902   0.0060265
     -0.4289     0.55422  -0.0095902   0.0060265
    -0.16594     0.56879     0.35662   0.0099641
    0.096765     0.75488   -0.038369   0.0060182
     0.20058     0.64836     0.11953   0.0075888
     0.20058     0.64836     0.11953   0.0075888
    0.098251     0.61179     0.26585   0.0078125
     0.29025     0.83702    -0.20991   0.0054617
     0.44133     0.97756    -0.22575    0.009614
     0.44133     0.97756    -0.22575    0.009614
     0.52696     0.96933    -0.21204    0.012604
     0.67791     0.79972    -0.31863   0.0065185
     0.67791     0.79972    -0.31863   0.0065185
     0.61977     0.67533    -0.34438   0.0039511
     0.60754     0.69144    -0.33386   0.0030597
     0.78725     0.63991    -0.44285   0.0025859
     0.78725     0.63991    -0.44285   0.0025859
     0.53439     0.86964    -0.27902   0.0069161
     0.72734     0.59524    -0.42532   0.0024831
     0.52454     0.55876    -0.18256   0.0046246
     0.52454     0.55876    -0.18256   0.0046246
     0.52454     0.55876    -0.18256   0.0046246
     0.75458     0.67832    -0.41583   0.0030746
     0.50235     0.95182    -0.21065    0.012613
     0.50235     0.95182    -0.21065    0.012613
     0.35908      1.0651     -0.1725    0.018367
     0.35908      1.0651     -0.1725    0.018367
     0.43692     0.96046     -0.2374   0.0091001
     0.67407      1.0663    0.085031    0.027057
     0.67407      1.0663    0.085031    0.027057
     0.52585     0.95197    -0.23444    0.011569
     0.63338      1.1104    0.095121    0.021263
     0.63338      1.1104    0.095121    0.021263
     0.63338      1.1104    0.095121    0.021263
     0.74635      1.0944     0.31454    0.039586
     0.74635      1.0944     0.31454    0.039586
      0.5525       1.311     0.74202    0.048789
     0.45026      1.3018     0.47625    0.041681
      0.1907      1.3463     0.36619    0.032808
      0.1907      1.3463     0.36619    0.032808
     0.31381      1.1996    0.015093    0.020893
     0.48762      1.0066    -0.20273    0.011606
     0.48762      1.0066    -0.20273    0.011606
     0.20602      1.0009    -0.25396   0.0088917
     0.28491      1.0758    -0.18369    0.012577
     0.36721      1.0344    -0.18973    0.018078
     0.22118      1.1775    -0.10985    0.015671
    0.026702      1.1762     -0.1262    0.017559
    0.026702      1.1762     -0.1262    0.017559
    0.026702      1.1762     -0.1262    0.017559
    0.026702      1.1762     -0.1262    0.017559
     0.23523      1.2304    0.057041    0.024628
     0.30316      1.1337    -0.14092    0.016217
    0.042988      1.1746   -0.064883    0.022621
   -0.033725      1.0453    -0.24151   0.0089412
    -0.29702      1.0484    -0.22625   0.0089263
    -0.29702      1.0484    -0.22625   0.0089263
    -0.29563      1.2805     0.26272    0.038114
    -0.11677       1.123    -0.19649    0.017406
    -0.30127      1.0255    -0.23466   0.0091764
    -0.13555      0.8203    -0.15544   0.0051006
    -0.11917     0.88784    -0.20845   0.0049691
    -0.11917     0.88784    -0.20845   0.0049691
    -0.35506      1.0722    -0.16553    0.017574
    -0.35506      1.0722    -0.16553    0.017574
    -0.35506      1.0722    -0.16553    0.017574
    -0.35506      1.0722    -0.16553    0.017574
    -0.35506      1.0722    -0.16553    0.017574
    -0.35506      1.0722    -0.16553    0.017574
    -0.32242      1.2917     0.25604    0.030449
    -0.32242      1.2917     0.25604    0.030449
    -0.27721      1.2138    0.059706    0.031174
     -0.2625      1.0192    -0.24438   0.0094379
     -0.2625      1.0192    -0.24438   0.0094379
     -0.2625      1.0192    -0.24438   0.0094379
   -0.098879     0.98027    -0.24883   0.0058199
    -0.33053     0.91963    -0.25348   0.0048095
   -0.078898     0.67518     0.12929    0.007717
   -0.078898     0.67518     0.12929    0.007717
   -0.078898     0.67518     0.12929    0.007717
   -0.078898     0.67518     0.12929    0.007717
    0.094381     0.76488    -0.05622   0.0058074
     0.11429     0.82335    -0.13698   0.0051446
    0.050535     0.55974     0.48145   0.0098998
     0.17681     0.47804     0.67507    0.011607
     0.10939     0.41806      1.1172    0.013896
     0.22859     0.32198      1.2934    0.016008
      0.3712     0.62027  -0.0073365   0.0065085
      0.3712     0.62027  -0.0073365   0.0065085
     0.52772     0.77023    -0.28338   0.0050292
     0.77359     0.87532    -0.18451    0.015714
     0.76416     0.97118   -0.069666    0.016255
     0.48387     0.68822    -0.22284   0.0040368
     0.53392     0.48771    -0.11639   0.0061005
     0.53392     0.48771    -0.11639   0.0061005
     0.25084     0.68339    0.014329    0.006353
     0.13699     0.77323   -0.078562   0.0066192
   -0.027602      0.7716   -0.072131   0.0062918
   -0.027602      0.7716   -0.072131   0.0062918
   -0.027602      0.7716   -0.072131   0.0062918
   -0.027602      0.7716   -0.072131   0.0062918
   -0.027602      0.7716   -0.072131   0.0062918
    -0.14464     0.67567    0.093175   0.0074141
     0.10061     0.91791    -0.22619     0.00564
     0.10061     0.91791    -0.22619     0.00564
     0.33507     0.69147   -0.079596   0.0062325
