     MU:      SIGMA:     E_MEASURED:    ERROR:
    -0.97438     0.48462    -0.13062   0.0067338
    -0.87327     0.78317    -0.24941    0.010465
    -0.70321     0.82346    -0.28893   0.0080435
    -0.77023     0.62521     -0.4371   0.0028975
    -0.54519     0.51099    -0.16417   0.0056829
    -0.41713     0.74061     -0.1846   0.0047833
    -0.31262     0.71431   -0.090744   0.0052991
    -0.06184     0.79539    -0.10421   0.0053809
    -0.06184     0.79539    -0.10421   0.0053809
    0.037828     0.57906     0.39369   0.0092285
    -0.23652     0.85853     -0.2152   0.0050117
    -0.15116      1.0448    -0.24095   0.0089347
     -0.2916     0.89578    -0.24863   0.0053103
    -0.23535     0.65648    0.073566   0.0074566
    -0.44393     0.54276   -0.027835   0.0057889
    -0.44393     0.54276   -0.027835   0.0057889
    -0.39315     0.78319    -0.21398   0.0044985
    -0.39315     0.78319    -0.21398   0.0044985
    -0.60197      0.9991    -0.15487    0.015132
    -0.31086      1.1695   -0.035089    0.020333
    -0.31086      1.1695   -0.035089    0.020333
   -0.040815      1.1757    -0.13087    0.017158
    -0.14091      1.2906     0.19253    0.036848
    0.067789      1.4049     0.55582    0.043563
     0.32238      1.4444     0.95857    0.052908
     0.32238      1.4444     0.95857    0.052908
     0.32238      1.4444     0.95857    0.052908
     0.59303      1.2599     0.53031    0.034774
      0.3552      1.4234      1.0438    0.077943
     0.11338      1.5552       1.506    0.086972
     0.11945      1.4849      1.1199    0.065792
     0.36995      1.3262     0.47703    0.052512
     0.27657      1.2513     0.11168    0.030687
     0.56812      1.0955    0.030981    0.030512
     0.81232     0.90559    -0.06468    0.017441
     0.81232     0.90559    -0.06468    0.017441
      1.0156     0.94397     0.55586    0.032813
     0.92723      1.0558     0.64833    0.037677
       1.031     0.96473     0.72727    0.039698
     0.77524       1.254     0.95931    0.056246
     0.77524       1.254     0.95931    0.056246
     0.77524       1.254     0.95931    0.056246
     0.63683      1.0231   -0.048069    0.020237
     0.38568     0.80593     -0.2174   0.0049379
     0.42039     0.58833   -0.045301   0.0056708
     0.42039     0.58833   -0.045301   0.0056708
     0.33812     0.74237    -0.14504   0.0055966
     0.19761       0.842    -0.17994   0.0049574
     0.28042     0.68939   -0.022931    0.006062
     0.44527     0.68554    -0.17306   0.0046988
     0.25035     0.88751    -0.22747   0.0057867
    0.065974     0.75702   -0.034068   0.0060744
     0.14731     0.69196    0.069722   0.0063762
     0.03122     0.97796     -0.2526   0.0064983
    0.039514      1.0367    -0.24835   0.0089537
    -0.16546     0.80705    -0.12947   0.0061375
    -0.37672      0.7506    -0.17386   0.0054472
    -0.37672      0.7506    -0.17386   0.0054472
    -0.37672      0.7506    -0.17386   0.0054472
    -0.51631     0.82727    -0.28393    0.005528
    -0.43817      0.8299    -0.25799   0.0044606
    -0.23917     0.99323    -0.24757   0.0082008
     -0.2221      1.1318    -0.17087    0.013234
     -0.1887     0.89291    -0.22914   0.0050839
     -0.3903      0.9795    -0.23863   0.0089068
     -0.3903      0.9795    -0.23863   0.0089068
    -0.54837     0.81369    -0.29538   0.0054436
    -0.62332     0.98612    -0.16707    0.012557
    -0.77738     0.77761    -0.32591    0.008243
    -0.75055     0.72503    -0.38503   0.0056715
    -0.75055     0.72503    -0.38503   0.0056715
    -0.52106     0.91256    -0.25118    0.010995
    -0.35139     0.81597    -0.21393   0.0053982
    -0.50789     0.91396    -0.27367   0.0088235
    -0.44483     0.89073    -0.26309    0.006107
    -0.44483     0.89073    -0.26309    0.006107
    -0.39695     0.97763       -0.22   0.0097015
    -0.52329     0.76344    -0.27352   0.0047578
    -0.75323     0.78674    -0.31725   0.0084566
     -0.5083     0.69586    -0.24033   0.0042227
    -0.24841     0.52675     0.37393    0.009901
    -0.24841     0.52675     0.37393    0.009901
    -0.53218     0.47761    -0.10559   0.0065168
    -0.35969     0.51991     0.17247   0.0065515
    -0.62102     0.78903     -0.3285   0.0054854
    -0.88874     0.52848    -0.31951   0.0041611
     -1.0482     0.61438    -0.18005   0.0061443
     -1.0134     0.52977    -0.19975   0.0044725
     -1.0134     0.52977    -0.19975   0.0044725
     -1.0512     0.55103    -0.15998   0.0041464
     -1.0512     0.55103    -0.15998   0.0041464
     -1.0512     0.55103    -0.15998   0.0041464
     -1.0512     0.55103    -0.15998   0.0041464
     -1.0512     0.55103    -0.15998   0.0041464
     -1.0512     0.55103    -0.15998   0.0041464
     -1.0512     0.55103    -0.15998   0.0041464
      -1.007     0.56533    -0.24908   0.0051034
    -0.87636     0.57209    -0.40276   0.0027415
    -0.72292     0.75032    -0.36777   0.0057103
    -0.59325      0.6772    -0.31864   0.0035605
    -0.75672     0.97225   0.0054086    0.024386
    -0.65458     0.77822    -0.31927   0.0065568
    -0.54914     0.64185     -0.2732    0.003878
    -0.55745     0.59935    -0.25094   0.0043155
    -0.30521       0.744    -0.10947   0.0052426
    -0.39948     0.68686    -0.12142   0.0056373
    -0.33309      0.7144    -0.10238   0.0060225
    -0.46291     0.59789    -0.10911   0.0054556
    -0.36114     0.38971     0.44965   0.0082362
   -0.090123     0.55329     0.47283    0.009091
   -0.090123     0.55329     0.47283    0.009091
     -0.3887     0.51208     0.13255   0.0070465
    -0.38046     0.50725     0.15447   0.0072318
    -0.38046     0.50725     0.15447   0.0072318
    -0.38046     0.50725     0.15447   0.0072318
    -0.43503     0.53952   0.0086618    0.005434
    -0.43503     0.53952   0.0086618    0.005434
    -0.30282     0.58204     0.15963   0.0069658
     -0.2547     0.79772    -0.14589   0.0045638
    -0.11919      1.0416    -0.23755    0.008926
   -0.029785      1.2331   -0.028303    0.019314
    0.010964      1.1205    -0.19524    0.013122
    0.099125      1.2362    0.016448     0.02314
     0.37454     0.97927    -0.24385   0.0098423
     0.37454     0.97927    -0.24385   0.0098423
    0.083603      1.1033     -0.2101    0.011303
    -0.11632      0.9697    -0.24645   0.0056462
    -0.28645      1.1384    -0.11506    0.018155
    -0.11486      1.2881     0.22033    0.039839
    -0.37225      1.1663   -0.067736     0.01932
    -0.37225      1.1663   -0.067736     0.01932
    -0.57818     0.93997    -0.24474   0.0090508
    -0.62091     0.65247    -0.34674   0.0026352
