#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1            -0.593765            -0.593765                    0
           2            -0.593986            -0.593876          7.83474e-05
           3             -0.59497            -0.594241           0.00030251
           4            -0.593292            -0.594003          0.000306023
           5            -0.594005            -0.594004          0.000244818
           6            -0.594806            -0.594137          0.000237715
           7            -0.594114            -0.594134          0.000203778
           8             -0.59436            -0.594162          0.000180252
           9             -0.59494            -0.594249          0.000179747
          10            -0.593521            -0.594176          0.000175895
          11            -0.593325            -0.594099          0.000176102
          12             -0.59572            -0.594234          0.000206869
          13            -0.594232            -0.594234          0.000190956
          14            -0.593442            -0.594177           0.00018549
          15            -0.594971             -0.59423          0.000180522
          16            -0.594878             -0.59427          0.000173718
          17            -0.594315            -0.594273          0.000163519
          18            -0.594292            -0.594274          0.000154438
          19             -0.59336            -0.594226          0.000153621
          20            -0.594518            -0.594241           0.00014663
          21            -0.594339            -0.594245          0.000139723
          22            -0.595628            -0.594308          0.000146829
          23            -0.593714            -0.594282          0.000142696
          24            -0.594345            -0.594285          0.000136774
          25             -0.59393            -0.594271           0.00013204
          26            -0.593512            -0.594242          0.000130146
          27            -0.594182            -0.594239          0.000125344
          28            -0.594653            -0.594254          0.000121734
          29            -0.594592            -0.594266          0.000118093
          30            -0.594115            -0.594261          0.000114263
