#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1               2.6342               2.6342                    0
           2              2.84934              2.74177            0.0760635
           3              3.01948              2.83434            0.0910176
           4              2.59654              2.77489             0.085502
           5              2.83582              2.78708            0.0692645
           6              2.80196              2.78956            0.0577649
           7              2.85354               2.7987            0.0502307
           8              2.87044              2.80766            0.0447452
           9              2.81272              2.80823            0.0397771
          10              2.86506              2.81391            0.0362031
          11              2.49198              2.78464            0.0431491
          12              2.44384              2.75624            0.0479983
          13              2.58686              2.74321            0.0460406
          14               2.6223              2.73458            0.0435545
          15              2.72146               2.7337            0.0406597
          16              2.65118              2.72855            0.0384442
          17              2.69854              2.72678            0.0362232
          18              2.50742              2.71459            0.0362028
          19               2.5807              2.70755            0.0349766
          20              2.58106              2.70122            0.0337947
          21              2.66038              2.69928            0.0322413
          22              2.65506              2.69727            0.0308384
          23              2.70972              2.69781            0.0295023
          24              2.51226              2.69008            0.0292685
          25              2.60442              2.68665            0.0282976
          26               2.8414               2.6926            0.0278282
          27              2.64652               2.6909            0.0268498
          28              2.86614              2.69716            0.0266103
          29              2.69808              2.69719            0.0256927
          30              2.57798              2.69321            0.0251417
