#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1              134.775              134.775                    0
           2              133.389              134.082             0.489964
           3              135.117              134.427             0.431251
           4              133.701              134.245             0.359621
           5              132.939              133.984             0.370704
           6              134.379               134.05             0.314719
           7               135.15              134.207             0.306466
           8              137.117              134.571             0.433257
           9              131.911              134.275             0.475347
          10              133.891              134.237             0.429363
          11              133.005              134.125             0.404682
          12              138.334              134.476             0.500368
          13              133.742              134.419             0.465047
          14               133.02              134.319             0.442439
          15               134.81              134.352             0.414152
          16              133.887              134.323             0.389285
          17              133.667              134.284             0.368292
          18              134.091              134.274             0.347988
          19              134.157              134.267             0.329726
          20              136.361              134.372             0.329443
          21              134.088              134.359             0.314034
          22              133.577              134.323             0.301763
          23              131.606              134.205             0.310908
          24              133.566              134.178             0.299092
          25              134.058              134.173             0.287167
          26              134.337               134.18             0.276191
          27              136.162              134.253             0.275547
          28              135.837               134.31             0.271452
          29               134.88              134.329             0.262803
          30                133.2              134.292             0.256726
