#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1              15.0975              15.0975                    0
           2              15.0552              15.0764            0.0149516
           3              15.2126              15.1218            0.0384082
           4               15.113              15.1196            0.0288684
           5              15.1017               15.116            0.0233159
           6              15.2842               15.144            0.0321324
           7              15.0961              15.1372            0.0282629
           8              15.1094              15.1337            0.0249433
           9              15.0737               15.127            0.0230457
          10              15.0436              15.1187            0.0222004
          11              15.2128              15.1273            0.0217676
          12              15.1368              15.1281            0.0199683
          13              15.0985              15.1258            0.0185611
          14              15.0507              15.1204            0.0179945
          15              15.2392              15.1283            0.0184562
          16              14.8851              15.1131            0.0227165
          17              15.1771              15.1169            0.0216894
          18              15.2058              15.1218            0.0210388
          19              15.2604              15.1291            0.0211574
          20              15.2152              15.1334            0.0205321
          21              15.1695              15.1351             0.019626
          22              15.0723              15.1323            0.0189405
          23              15.1174              15.1316            0.0181281
          24              15.1945              15.1343            0.0175609
          25              15.2966              15.1408            0.0180186
          26              14.9979              15.1353            0.0181444
          27              15.1671              15.1364            0.0175106
          28              15.2358                15.14            0.0172412
          29               15.058              15.1372             0.016877
          30              15.2536               15.141             0.016755
