#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1               17.165               17.165                    0
           2              17.3723              17.2687            0.0733178
           3              17.1004              17.2126            0.0669875
           4              17.1421               17.195            0.0525033
           5              17.3163              17.2192            0.0472841
           6                17.27              17.2277            0.0401533
           7              17.3132              17.2399            0.0362286
           8              17.2157              17.2369            0.0318258
           9              17.3583              17.2504             0.031018
          10              17.3383              17.2592            0.0291363
          11              17.5529              17.2859            0.0367401
          12              17.4417              17.2989             0.035899
          13              17.5958              17.3217            0.0397469
          14              17.0279              17.3007            0.0420864
          15              17.4465              17.3104            0.0403867
          16              17.1367              17.2996            0.0392947
          17              16.9584              17.2795            0.0417959
          18              17.3764              17.2849            0.0398189
          19              17.1056              17.2754            0.0388253
          20              17.2112              17.2722            0.0370169
          21              17.5157              17.2838            0.0370253
          22              17.1565               17.278            0.0357919
          23              17.6994              17.2964            0.0386414
          24              17.5893              17.3086            0.0389112
          25              17.5776              17.3193            0.0388144
          26              17.2532              17.3168            0.0374049
          27              17.2679               17.315            0.0360634
          28               17.799              17.3323            0.0386969
          29              17.7217              17.3457             0.039624
          30              17.7331              17.3586            0.0403528
          31              17.4077              17.3602            0.0390822
          32              17.0923              17.3518            0.0387469
          33              17.1536              17.3458            0.0380356
          34              17.1603              17.3404            0.0373061
          35              17.6566              17.3494            0.0373187
          36              17.9252              17.3654            0.0395616
          37              17.2137              17.3613            0.0387043
          38               17.139              17.3554            0.0381253
          39              17.6962              17.3642             0.038136
          40               17.715              17.3729            0.0381778
