#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1             -0.65252             -0.65252                    0
           2            -0.649136            -0.650828           0.00119642
           3            -0.648656            -0.650104          0.000992795
           4             -0.65014            -0.650113          0.000744637
           5            -0.651016            -0.650294          0.000617222
           6            -0.650424            -0.650315          0.000514734
           7            -0.652696            -0.650655          0.000542033
           8            -0.649836            -0.650553           0.00048386
           9            -0.647288             -0.65019          0.000549517
          10            -0.649888             -0.65016          0.000495395
          11            -0.649424            -0.650093          0.000454855
          12            -0.651096            -0.650177           0.00042456
          13            -0.653076              -0.6504          0.000446655
          14            -0.648368            -0.650255          0.000437692
          15              -0.6501            -0.650244          0.000408634
          16            -0.649096            -0.650173          0.000389345
          17             -0.64972            -0.650146          0.000367351
          18            -0.651544            -0.650224           0.00035506
          19            -0.648528            -0.650134          0.000347406
          20            -0.647016            -0.649978          0.000363343
          21             -0.65266            -0.650106          0.000367796
          22            -0.652464            -0.650213          0.000366361
          23            -0.648672            -0.650146          0.000356508
          24            -0.650244             -0.65015          0.000341677
          25            -0.652188            -0.650232          0.000337592
          26             -0.65086            -0.650256          0.000325471
          27            -0.648944            -0.650207          0.000317023
          28            -0.651732            -0.650262          0.000310341
          29            -0.649972            -0.650252          0.000299801
          30            -0.651328            -0.650288          0.000291946
          31            -0.649884            -0.650275          0.000282818
          32            -0.652064            -0.650331          0.000279453
          33             -0.64758            -0.650247          0.000283143
          34            -0.649952            -0.650239          0.000274948
          35            -0.652724             -0.65031          0.000276111
          36             -0.65002            -0.650302          0.000268558
          37            -0.650772            -0.650314            0.0002616
          38            -0.649464            -0.650292          0.000255671
          39            -0.651224            -0.650316           0.00025023
          40            -0.649544            -0.650297          0.000244717
