     MU:      SIGMA:     E_MEASURED:    ERROR:
    -0.30965     0.97474    -0.24037    0.010271
    -0.20854      1.2733      0.1317    0.028287
   -0.038473      1.3136       0.215    0.027597
    -0.10549      1.1153    -0.17488    0.015325
     0.11954      1.0011    -0.24748   0.0074844
     0.11954      1.0011    -0.24748   0.0074844
     0.22405     0.97481    -0.25508   0.0063513
     0.47483      1.0559    -0.15677    0.013428
     0.41972     0.78599    -0.22245   0.0052928
     0.51938     0.56966    -0.18623   0.0046504
     0.24504     0.84913    -0.21181   0.0050026
     0.33039      1.0354    -0.22949   0.0098608
     0.18996     0.88639    -0.22542   0.0049531
     0.24621     0.64708    0.078585   0.0071222
     0.24621     0.64708    0.078585   0.0071222
     0.24621     0.64708    0.078585   0.0071222
     0.29699     0.88752    -0.23714   0.0061747
     0.56651     0.84584    -0.30095   0.0055984
     0.56651     0.84584    -0.30095   0.0055984
     0.56651     0.84584    -0.30095   0.0055984
     0.56651     0.84584    -0.30095   0.0055984
     0.83656     0.85203    -0.17529      0.0128
     0.73647     0.96692   -0.051753    0.017879
     0.73647     0.96692   -0.051753    0.017879
     0.73647     0.96692   -0.051753    0.017879
     0.50599      1.0421    -0.17665    0.012661
     0.50599      1.0421    -0.17665    0.012661
     0.77665     0.85757    -0.20797    0.012866
     0.53882      1.0211    -0.12732    0.016506
       0.297      1.1529   -0.074779    0.020117
     0.30306      1.0826    -0.16747    0.014289
     0.55356     0.92393     -0.2345    0.012038
     0.46019     0.84899    -0.26743   0.0051957
     0.75174     0.69322    -0.41257   0.0036904
     0.99594     0.50329    -0.16309     0.00441
     0.75362     0.78133    -0.31628   0.0083257
     0.95691     0.81971   -0.036029    0.014407
     0.86853     0.93151    0.072659     0.02221
     0.97228     0.84047     0.11379    0.020776
     0.71654      1.1298      0.2809    0.032374
     0.71654      1.1298      0.2809    0.032374
     0.71654      1.1298      0.2809    0.032374
     0.57813     0.89882     -0.2563    0.010555
     0.32699     0.68167   -0.057578   0.0058141
     0.36169     0.46407     0.29106   0.0086486
     0.36169     0.46407     0.29106   0.0086486
     0.27942     0.61811     0.11005   0.0078641
     0.13891     0.71774    0.015121   0.0059471
     0.22172     0.56513     0.30988   0.0089606
     0.38657     0.56128    0.063515   0.0059123
     0.19165     0.76325    -0.08846   0.0057738
     0.19165     0.76325    -0.08846   0.0057738
     0.27299     0.69819   -0.026976   0.0059224
      0.1569     0.98419    -0.24521   0.0073303
     0.16519      1.0429    -0.23926   0.0093185
     0.16519      1.0429    -0.23926   0.0093185
   -0.046065     0.98646    -0.25447   0.0066097
     0.20397     0.98341    -0.25174   0.0059028
     0.31704     0.76336    -0.14144   0.0057731
     0.17745     0.84003    -0.17909   0.0050278
     0.25559     0.84266    -0.19464   0.0050995
     0.45459       1.006       -0.21    0.012922
     0.47166      1.1445    -0.01723    0.025539
     0.50506     0.90568    -0.27444   0.0072283
     0.30346     0.99226     -0.2484   0.0074438
     0.30346     0.99226     -0.2484   0.0074438
     0.14539     0.82645     -0.1501   0.0049014
    0.070438     0.99888    -0.25585    0.007122
    0.070438     0.99888    -0.25585    0.007122
    0.097271      0.9463    -0.23977   0.0057499
    0.097271      0.9463    -0.23977   0.0057499
     0.32676      1.1338    -0.10196    0.017455
     0.49643      1.0372    -0.15036    0.017805
     0.33993      1.1352    -0.12136    0.016183
     0.40299       1.112    -0.13085    0.016273
      0.5766     0.85768    -0.29598   0.0060662
     0.62449     0.94457    -0.18002    0.012737
     0.49815     0.73038    -0.25321   0.0041081
     0.49815     0.73038    -0.25321   0.0041081
     0.74308      0.6395    -0.42994   0.0025761
