#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1              2.38206              2.38206                    0
           2              2.48614               2.4341            0.0367978
           3              2.28166              2.38329             0.048199
           4               2.1604              2.32756            0.0602947
           5              2.19958              2.30197            0.0533934
           6              2.36644              2.31271            0.0455629
           7              2.58306              2.35133              0.05295
           8              2.66582              2.39065            0.0591502
           9              2.38126               2.3896            0.0525872
          10              2.15038              2.36568            0.0524884
          11              2.35124              2.36437            0.0477331
          12              2.03066              2.33656            0.0512194
          13              2.32646              2.33578            0.0472853
          14              2.52846              2.34954            0.0458669
          15              2.09364              2.33248            0.0458724
          16              2.23916              2.32665            0.0433746
          17              2.65622              2.34604            0.0449472
          18              2.41672              2.34996            0.0426213
          19              2.42646              2.35399            0.0405678
          20              2.12624               2.3426            0.0401059
          21              2.40484              2.34557            0.0383054
          22              2.42658              2.34925            0.0367408
          23              2.32018              2.34799            0.0351651
          24              2.41756              2.35088            0.0338192
          25               2.5891              2.36041            0.0337821
          26               2.4817              2.36508            0.0328033
          27               2.2225               2.3598            0.0320106
          28              2.53146              2.36593             0.031449
          29              2.30746              2.36391            0.0304291
          30               2.1172              2.35569            0.0305058
