#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1              502.599              502.599                    0
           2              527.908              515.254              8.94828
           3              532.737              521.081              7.63081
           4              494.718               514.49              8.08289
           5              552.955              522.183               9.4424
           6               541.15              525.344               8.3811
           7              535.275              526.763              7.30287
           8              529.157              527.062              6.39614
           9              538.767              528.363              5.81617
          10              500.827              525.609              5.85015
          11              530.778              526.079              5.33716
          12              521.323              525.683               4.9071
          13              551.186              527.645              4.90612
          14              533.836              528.087              4.57558
          15              504.975              526.546              4.52252
          16              496.037              524.639              4.62442
          17              516.776              524.177              4.37547
          18              549.096              525.561              4.34587
          19              544.649              526.566              4.23167
          20               556.43              528.059              4.27542
          21              533.689              528.327              4.08022
          22              520.355              527.965              3.91082
          23              480.923              525.919              4.24202
          24              478.325              523.936              4.50503
          25              518.242              523.708              4.33059
          26               575.35              525.695                4.597
          27              539.229              526.196              4.45398
          28              513.832              525.754              4.31675
          29              546.775              526.479              4.22831
          30              533.057              526.699              4.09305
          31              532.191              526.876              3.96485
          32              547.564              527.522               3.8933
          33              530.315              527.607              3.77624
          34              529.468              527.662              3.66557
          35              504.183              526.991               3.6217
          36              538.195              527.302              3.53445
          37              498.281              526.518              3.52488
          38              531.653              526.653              3.43471
          39              535.943              526.891              3.35489
          40              507.806              526.414              3.30477
