#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1            -0.806668            -0.806668                    0
           2            -0.806296            -0.806482          0.000131522
           3            -0.807852            -0.806939          0.000383037
           4            -0.807332            -0.807037          0.000299634
           5            -0.807632            -0.807156          0.000262276
           6            -0.808852            -0.807439          0.000338162
           7            -0.807476            -0.807444          0.000289895
           8            -0.805196            -0.807163          0.000365285
           9             -0.80528            -0.806954           0.00037992
          10            -0.808772            -0.807136          0.000382973
          11            -0.804496            -0.806896          0.000416607
          12            -0.808896            -0.807062          0.000413898
          13            -0.808732            -0.807191          0.000401493
          14            -0.803844            -0.806952          0.000438242
          15            -0.806712            -0.806936          0.000409317
          16             -0.80688            -0.806932           0.00038375
          17            -0.806508            -0.806907          0.000361987
          18            -0.805852            -0.806849          0.000346592
          19            -0.808904            -0.806957          0.000344818
          20            -0.807628             -0.80699          0.000329206
          21            -0.805132            -0.806902          0.000325207
          22            -0.807732             -0.80694          0.000312606
          23            -0.803756            -0.806801          0.000328232
          24            -0.804536            -0.806707          0.000327845
          25            -0.806948            -0.806716          0.000314873
          26            -0.809712            -0.806832          0.000323154
          27            -0.807372            -0.806852          0.000311805
          28            -0.806376            -0.806835          0.000301131
          29             -0.80796            -0.806874          0.000293237
          30            -0.807064             -0.80688          0.000283531
          31            -0.808152            -0.806921          0.000277339
          32            -0.807104            -0.806927          0.000268731
          33            -0.807092            -0.806932          0.000260634
          34            -0.806112            -0.806908          0.000254081
          35            -0.804152            -0.806829          0.000258732
          36             -0.80636            -0.806816          0.000251872
          37            -0.806376            -0.806804          0.000245345
          38             -0.80942            -0.806873           0.00024836
          39            -0.806332            -0.806859          0.000242378
          40            -0.805068            -0.806814          0.000240418
